"player","nation","pos","team","played_90s","pass_att","live_pass","dead_pass","free_kicks","through_balls","switches","crosses","throw_ins","corners","inswingers","outswingers","straight_corners","pass_comp","pass_offside","pass_block"
"Duván Zapata","COL","FW","Torino","6.5","126","114","10","1","0","0","3","0","0","0","0","0","87","2","3"
"Gabriele Zappa","ITA","DF","Cagliari","34.0","1723","1413","300","35","1","11","72","265","0","0","0","0","1318","10","44"
"Davide Zappacosta","ITA","DF","Atalanta","23.0","1192","958","230","17","2","2","95","200","13","10","2","0","986","4","23"
"Oier Zarraga","ESP","MF","Udinese","10.0","289","280","5","1","0","1","20","1","2","1","0","0","238","4","8"
"Jordan Zemura","ZIM","DF","Udinese","15.7","621","488","132","11","0","0","39","116","5","1","2","0","475","1","20"
"Alessio Zerbin","ITA","DF","Venezia","16.9","612","441","168","24","1","4","74","126","18","6","6","0","400","3","26"
"Alessio Zerbin","ITA","FW,DF","Napoli","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Zeroli","ITA","MF","Monza","4.4","96","96","0","0","0","1","2","0","0","0","0","0","71","0","4"
"Kevin Zeroli","ITA","MF","Milan","0.1","9","9","0","0","0","0","0","0","0","0","0","0","9","0","0"
"Piotr Zieliński","POL","MF","Inter","10.9","711","671","38","20","2","4","28","1","16","7","7","0","636","2","6"
"Nadir Zortea","ITA","DF,MF","Cagliari","30.1","827","776","48","3","1","1","119","37","7","0","5","0","557","3","41"
"Szymon Żurkowski","POL","MF","Empoli","1.2","33","33","0","0","0","0","0","0","0","0","0","0","27","0","2"
"Milan Đurić","BIH","FW","Monza","14.1","266","261","5","0","0","2","0","0","0","0","0","0","131","0","1"
"Milan Đurić","BIH","FW","Parma","3.0","84","82","2","0","0","0","0","0","0","0","0","0","35","0","2"
"Keyliane Abdallah","FRA","FW","Marseille","0.0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Yunis Abdelhamid","MAR","DF","Saint-Étienne","11.5","505","461","42","20","0","0","0","3","0","0","0","0","438","2","1"
"Himad Abdelli","ALG","MF,FW","Angers","31.6","1672","1555","107","41","23","13","44","15","10","5","2","0","1373","10","31"
"Mohamed Abdelmoneim","EGY","DF","Nice","9.5","521","493","28","21","0","7","2","5","0","0","0","0","471","0","2"
"Ali Abdi","TUN","DF,MF","Nice","15.5","678","551","122","12","0","2","51","110","0","0","0","0","502","5","22"
"Matthis Abline","FRA","FW","Nantes","30.8","538","510","26","1","3","4","30","1","0","0","0","0","351","2","27"
"Abner","BRA","DF","Lyon","12.1","675","576","97","9","1","5","31","82","6","6","0","0","568","2","19"
"Zakaria Aboukhlal","MAR","MF,FW","Toulouse","21.1","349","333","13","1","0","0","33","7","3","2","0","0","221","3","14"
"Akor Adams","NGA","FW","Montpellier","11.9","179","160","17","0","1","2","5","0","0","0","0","0","112","2","7"
"Martin Adeline","FRA","MF","Reims","0.3","10","10","0","0","0","0","0","0","0","0","0","0","8","0","0"
"Adryelson","BRA","DF","Lyon","0.0","3","3","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Emmanuel Agbadou","CIV","DF","Reims","14.0","922","842","77","37","3","22","1","4","0","0","0","0","810","3","4"
"Jeremy Agbonifo","SWE","FW,MF","Lens","3.3","80","75","5","0","0","0","7","5","0","0","0","0","58","0","4"
"Ruben Aguilar","FRA","DF,MF","Lens","12.5","843","706","132","10","2","4","47","122","0","0","0","0","677","5","29"
"Naouirou Ahamada","FRA","MF,FW","Rennes","0.6","22","22","0","0","0","0","1","0","0","0","0","0","17","0","0"
"Jean-Eudes Aholou","CIV","MF","Angers","21.8","764","753","9","9","2","2","2","0","0","0","0","0","644","2","9"
"Ayman Aiki","FRA","FW,MF","Saint-Étienne","1.4","29","29","0","0","0","0","1","0","0","0","0","0","17","0","1"
"Ludovic Ajorque","FRA","FW","Brest","27.7","671","660","8","0","2","12","7","1","0","0","0","0","462","3","16"
"Ümit Akdag","ROU","DF","Toulouse","5.6","348","317","31","8","1","3","3","20","0","0","0","0","274","0","9"
"Sergio Akieme","ESP","DF","Reims","28.0","1147","952","190","25","0","1","94","152","11","9","0","0","929","5","19"
"Maghnes Akliouche","FRA","FW,MF","Monaco","26.7","1216","1163","43","10","8","8","53","16","17","11","2","0","989","10","34"
"Paul Akouokou","CIV","MF","Lyon","0.2","15","15","0","0","0","0","0","0","0","0","0","0","10","0","1"
"Clément Akpa","CIV","DF","Auxerre","27.6","1209","1105","101","56","0","40","25","40","2","1","1","0","998","3","20"
"Chuba Akpom","ENG","FW","Lille","7.1","99","87","11","0","1","0","1","0","0","0","0","0","67","1","8"
"Mohamed Ali Cho","FRA","FW,MF","Nice","18.0","481","456","23","3","9","2","51","0","9","4","4","0","338","2","23"
"Jim Allevinah","GAB","FW","Angers","19.4","483","472","9","1","2","1","34","4","2","0","2","0","363","2","13"
"Thiago Almada","ARG","MF,FW","Lyon","10.6","748","668","71","28","5","8","47","6","35","20","7","0","635","9","6"
"Jordan Amavi","FRA","DF","Brest","8.8","526","428","96","9","0","2","15","87","0","0","0","0","386","2","13"
"Kelvin Amian","FRA","DF","Nantes","24.1","921","719","200","14","4","1","37","184","0","0","0","0","738","2","24"
"Michael Amir Murillo","PAN","DF","Marseille","27.1","1902","1691","207","44","1","0","37","162","0","0","0","0","1665","4","32"
"Samuel Amo-Ameyaw","ENG","DF,MF","Strasbourg","3.6","123","116","7","1","1","0","6","3","3","1","0","0","106","0","3"
"Mathis Amougou","FRA","MF","Saint-Étienne","9.5","301","290","7","4","1","1","1","1","0","0","0","0","232","4","4"
"Benjamin André","FRA","MF","Lille","29.9","1911","1845","57","53","1","20","16","4","0","0","0","0","1586","9","31"
"Kyllian Antonio","FRA","DF,MF","Lens","1.5","97","88","9","2","0","0","2","7","0","0","0","0","81","0","4"
"Dennis Appiah","FRA","DF","Saint-Étienne","23.6","1179","957","218","16","3","2","52","202","0","0","0","0","903","4","43"
"Carlens Arcus","HAI","DF","Angers","22.7","1020","843","173","20","2","3","55","152","1","0","0","0","810","4","20"
"Hákon Arnar Haraldsson","ISL","MF,FW","Lille","19.5","946","880","64","14","5","4","59","10","35","11","16","1","751","2","22"
"Marco Asensio","ESP","FW,MF","Paris S-G","6.9","335","314","19","2","4","1","13","3","6","2","0","0","291","2","7"
"Lorenz Assignon","TOG","DF,MF","Rennes","26.2","1301","1067","228","15","3","5","70","212","1","0","0","0","1015","6","38"
"Dehmaine Assoumani","FRA","MF,FW","Nantes","1.1","50","46","4","1","0","0","6","1","1","0","1","0","38","0","2"
"Valentin Atangana Edoa","FRA","MF","Reims","31.7","1056","1037","13","11","2","0","17","1","0","0","0","0","908","6","14"
"Florian Ayé","FRA","FW","Auxerre","6.4","129","120","8","0","0","1","2","0","0","0","0","0","95","1","5"
"André Ayew","GHA","FW","Le Havre","16.1","238","196","42","1","0","0","7","3","0","0","0","0","181","0","10"
"Neil El Aynaoui","FRA","MF","Lens","17.6","966","881","82","16","4","7","65","3","54","20","30","0","816","3","17"
"Shavy Babicka","GAB","MF,FW","Toulouse","13.2","292","279","11","1","1","3","39","9","0","0","0","0","196","2","12"
"Juma Bah","SLE","DF","Lens","7.6","378","358","18","9","0","1","0","0","0","0","0","0","353","2","1"
"Theo Bair","CAN","FW","Auxerre","10.4","213","206","7","0","0","1","7","1","0","0","0","0","132","0","5"
"Mitchel Bakker","NED","FW,DF","Lille","12.7","641","580","60","8","2","1","68","30","22","8","11","0","499","1","14"
"Darryl Bakola","FRA","DF,MF","Marseille","0.2","13","13","0","0","0","0","0","0","0","0","0","0","12","0","0"
"Dilane Bakwa","FRA","MF,DF","Strasbourg","27.7","1109","961","141","48","11","15","153","31","62","29","27","0","808","7","23"
"Leonardo Balerdi","ARG","DF","Marseille","25.3","2516","2452","61","44","3","8","2","1","0","0","0","0","2360","3","12"
"Fodé Ballo-Touré","SEN","DF,MF","Le Havre","6.5","311","221","90","26","0","1","21","63","1","0","1","0","259","0","11"
"Folarin Balogun","USA","FW","Monaco","6.8","125","118","6","0","0","0","5","1","0","0","0","0","85","1","6"
"Abdoulaye Bamba","CIV","DF","Angers","16.8","585","551","34","13","1","1","5","20","0","0","0","0","518","0","4"
"Mohamed Bamba","CIV","MF","Reims","0.1","19","19","0","0","0","1","0","0","0","0","0","0","16","0","1"
"Valentín Barco","ARG","MF,DF","Strasbourg","12.9","777","708","68","17","2","4","31","48","2","1","0","0","644","1","16"
"Bradley Barcola","FRA","FW","Paris S-G","24.2","917","894","19","5","6","2","25","12","2","0","0","0","749","4","22"
"Melvin Bard","FRA","DF,MF","Nice","21.5","1166","998","162","24","4","0","60","136","1","0","0","0","903","6","29"
"Gabriel Bares","SUI","MF,DF","Montpellier","0.6","40","39","1","1","0","0","1","0","0","0","0","0","34","0","0"
"Téo Barisic","FRA","DF","Lyon","0.0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Dylan Batubinsika","COD","DF","Saint-Étienne","22.4","1217","1179","34","28","1","0","1","6","0","0","0","0","1112","4","4"
"Haris Belkebla","ALG","MF","Angers","19.9","830","804","24","22","0","3","3","2","0","0","0","0","727","2","14"
"Yassin Belkhdim","FRA","MF","Angers","16.9","487","484","3","2","1","4","16","1","0","0","0","0","394","0","17"
"Eliesse Ben Seghir","MAR","MF,FW","Monaco","19.4","951","885","64","12","14","3","52","8","34","18","11","0","754","2","18"
"Ismaël Bennacer","ALG","MF","Marseille","7.2","810","765","41","18","3","1","28","1","22","12","10","0","737","4","7"
"Saïd Benrahma","ALG","FW,MF","Lyon","8.2","358","334","20","6","1","2","43","2","12","4","6","0","258","4","11"
"Nabil Bentaleb","ALG","MF","Lille","3.7","244","235","8","7","0","4","6","0","1","0","1","0","210","1","1"
"Lucas Beraldo","BRA","DF","Paris S-G","22.3","2132","2072","55","29","1","9","3","25","0","0","0","0","2013","5","6"
"Maxime Bernauer","FRA","DF","Saint-Étienne","8.5","469","452","14","12","1","4","0","1","0","0","0","0","413","3","3"
"Dimitry Bertaud","COD","GK","Montpellier","4.0","114","80","33","6","0","0","0","0","0","0","0","0","82","1","0"
"Mika Biereth","DEN","FW","Monaco","13.6","241","222","15","1","2","1","8","1","0","0","0","0","149","4","15"
"Emmanuel Biumla","FRA","DF","Angers","14.8","499","473","23","21","0","1","0","0","0","0","0","0","440","3","2"
"Marco Bizot","NED","GK","Brest","32.0","1121","818","300","84","0","2","0","0","0","0","0","0","775","3","0"
"Ludovic Blas","FRA","MF,FW","Rennes","25.5","938","817","119","45","8","21","124","6","64","42","14","0","693","2","20"
"Augustine Boakye","GHA","FW,MF","Saint-Étienne","8.1","256","249","6","0","2","1","5","2","1","0","0","0","192","1","7"
"Mathéo Bodmer","FRA","MF","Le Havre","0.1","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Jeremie Boga","CIV","MF,FW","Nice","11.7","398","380","15","2","0","2","21","2","10","7","1","0","329","3","13"
"Moïse Bombito","CAN","DF","Nice","24.4","1404","1346","57","29","3","7","2","3","0","0","0","0","1266","1","8"
"Saïmon Bouabré","FRA","MF,FW","Monaco","1.1","29","29","0","0","0","0","0","0","0","0","0","0","20","0","1"
"Ayyoub Bouaddi","FRA","MF","Lille","12.8","555","547","7","4","1","2","3","3","0","0","0","0","487","1","13"
"Badredine Bouanani","ALG","MF,FW","Nice","12.2","430","398","28","13","7","1","33","4","8","2","2","0","330","4","11"
"Benjamin Bouchouari","MAR","MF","Saint-Étienne","19.7","1040","1022","16","8","6","3","9","7","1","0","1","0","902","2","15"
"Hicham Boudaoui","ALG","MF","Nice","27.1","1134","1104","26","24","12","5","17","1","0","0","0","0","943","4","27"
"Justin Bourgault","FRA","DF","Brest","1.4","74","64","9","0","0","0","4","9","0","0","0","0","54","1","2"
"Benjamin Bourigeaud","FRA","MF","Rennes","0.9","48","40","8","2","0","1","6","0","6","4","1","0","36","0","1"
"Bilal Brahimi","ALG","MF","Nice","0.8","40","35","5","0","0","0","5","3","2","1","1","0","35","0","1"
"Lilian Brassier","FRA","DF","Marseille","8.7","653","605","43","12","0","2","5","21","0","0","0","0","560","5","6"
"Lilian Brassier","FRA","DF","Rennes","13.7","919","882","34","27","1","8","9","3","0","0","0","0","787","3","8"
"Anthony Briançon","FRA","DF","Saint-Étienne","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aurélio Buta","POR","DF","Reims","21.9","991","792","196","14","0","0","32","181","0","0","0","0","819","3","18"
"Marcin Bułka","POL","GK","Nice","34.0","1110","878","232","70","0","0","0","0","0","0","0","0","898","0","1"
"Rémy Cabella","FRA","FW,MF","Lille","11.2","762","685","72","19","0","0","60","14","34","4","18","0","628","5","9"
"Mathieu Cafaro","FRA","MF,FW","Saint-Étienne","8.1","239","210","29","6","2","1","27","6","17","5","8","0","172","0","5"
"Duje Ćaleta-Car","CRO","DF","Lyon","17.6","985","939","45","28","1","3","1","3","0","0","0","0","896","1","5"
"Issiaga Camara","GUI","MF","Nice","0.2","16","16","0","0","0","0","0","0","0","0","0","0","15","0","0"
"Lamine Camara","SEN","MF","Monaco","22.8","1479","1332","142","52","5","11","118","3","87","39","39","0","1224","5","20"
"Mahdi Camara","FRA","MF,FW","Brest","29.5","1190","1100","88","12","3","0","46","8","0","0","0","0","1021","2","24"
"Ousmane Camara","FRA","DF","Angers","2.8","101","97","3","3","0","2","0","0","0","0","0","0","91","1","1"
"Axel Camblan","FRA","MF,FW","Brest","0.3","7","7","0","0","0","0","1","0","0","0","0","0","3","0","1"
"Jaydee Canvot","FRA","DF,MF","Toulouse","12.3","536","523","13","8","2","5","6","3","0","0","0","0","462","0","11"
"Pierrick Capelle","FRA","MF","Angers","5.4","231","223","8","2","1","3","10","0","5","5","0","0","185","0","4"
"Gabin Capuano","FRA","FW","Lens","0.1","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Maxence Caqueret","FRA","MF","Lyon","6.4","343","332","10","5","0","1","6","1","0","0","0","0","274","1","14"
"Simon Cara","FRA","MF,FW","Montpellier","0.1","6","6","0","0","0","0","0","0","0","0","0","0","4","0","0"
"Valentin Carboni","ARG","MF,FW","Marseille","1.1","64","62","2","0","1","0","2","2","0","0","0","0","57","0","3"
"Irvin Cardona","FRA","FW","Saint-Étienne","11.8","381","369","8","3","3","0","31","5","0","0","0","0","255","4","13"
"Patrik Carlgren","SWE","GK","Nantes","4.6","137","83","53","16","0","0","0","0","0","0","0","0","90","1","0"
"Josué Casimir","FRA","FW,MF","Le Havre","22.2","597","543","53","6","2","3","85","33","5","2","0","0","410","1","25"
"Cristian Cásseres Jr.","VEN","MF","Toulouse","30.0","1421","1272","144","80","5","9","80","11","46","26","12","0","1120","5","26"
"Jean-Charles Castelletto","CMR","DF,MF","Nantes","29.1","1391","1331","58","28","0","4","9","21","0","0","0","0","1233","2","8"
"Enzo Caumont","FRA","MF","Angers","0.4","14","14","0","0","0","0","0","0","0","0","0","0","13","0","0"
"Fabien Centonze","FRA","DF","Nantes","2.9","142","123","19","3","0","1","11","16","0","0","0","0","111","0","3"
"Brendan Chardonnet","FRA","DF","Brest","26.8","1210","1164","46","45","2","14","3","0","0","0","0","0","993","0","7"
"Jhoanner Chávez","ECU","DF,MF","Lens","6.6","308","234","73","5","0","0","30","49","19","9","3","0","230","1","3"
"Théo Chennahi","FRA","DF","Montpellier","2.0","66","53","13","2","0","0","2","11","0","0","0","0","57","0","0"
"Sidiki Cherif","FRA","FW","Angers","3.6","62","60","1","0","3","0","4","0","0","0","0","0","33","1","5"
"Rayan Cherki","FRA","FW,MF","Lyon","22.7","1375","1200","163","31","22","15","118","29","98","26","55","0","1079","12","32"
"Lucas Chevalier","FRA","GK","Lille","34.0","1083","907","173","61","1","0","0","0","0","0","0","0","862","3","0"
"Pedro Chirivella","ESP","MF","Nantes","26.1","1570","1468","100","69","4","14","19","5","7","5","2","0","1336","2","16"
"Joris Chotard","FRA","MF","Montpellier","21.0","822","780","39","34","5","14","30","3","1","0","1","0","672","3","14"
"Djaoui Cissé","FRA","MF","Rennes","12.5","625","611","11","10","1","14","3","0","0","0","0","0","547","3","16"
"Yoann Cissé","FRA","MF","Auxerre","0.1","6","4","2","0","0","0","3","0","2","1","1","0","2","0","0"
"Jonathan Clauss","FRA","DF,MF","Nice","25.6","1399","1077","316","41","4","3","190","167","108","36","50","0","1006","6","36"
"Marcus Coco","FRA","DF","Nantes","10.6","483","400","80","10","0","0","28","70","0","0","0","0","384","3","6"
"Alois Confais","FRA","MF","Le Havre","0.0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Francis Coquelin","FRA","MF","Nantes","2.5","101","100","1","0","1","1","0","1","0","0","0","0","88","0","1"
"Derek Cornelius","CAN","DF","Marseille","15.8","1357","1311","43","23","1","1","4","3","0","0","0","0","1267","3","9"
"Pierre Cornud","FRA","DF","Saint-Étienne","6.4","331","276","54","10","1","4","14","43","1","1","0","0","271","1","7"
"David Costa","POR","MF,FW","Lens","3.9","155","146","6","1","0","1","15","0","5","4","1","0","128","3","2"
"Logan Costa","CPV","DF","Toulouse","1.0","56","55","1","0","0","0","1","1","0","0","0","0","47","0","0"
"Grégoire Coudert","FRA","GK","Brest","2.0","68","56","12","4","0","0","0","0","0","0","0","0","54","0","0"
"Lasso Coulibaly","CIV","FW,MF","Auxerre","0.5","13","12","1","0","0","0","2","0","1","0","1","0","12","0","0"
"Mamadou Coulibaly","FRA","MF","Monaco","0.1","5","5","0","0","0","0","1","0","0","0","0","0","3","0","0"
"Soumaïla Coulibaly","FRA","DF","Brest","4.9","317","302","15","9","0","16","0","0","0","0","0","0","281","0","1"
"Tanguy Coulibaly","FRA","FW,MF","Montpellier","16.5","372","350","22","0","2","0","21","6","4","1","0","0","292","0","12"
"Marius Courcoul","FRA","MF,DF","Angers","3.4","155","146","9","3","0","3","4","6","0","0","0","0","133","0","1"
"Nicolas Cozza","FRA","DF,MF","Nantes","22.8","782","567","211","15","1","1","27","196","0","0","0","0","608","4","21"
"Charlie Cresswell","ENG","DF","Toulouse","28.8","1551","1466","81","33","0","8","4","12","0","0","0","0","1287","4","7"
"Kévin Danois","FRA","MF","Auxerre","16.2","718","703","15","8","3","11","14","7","0","0","0","0","585","0","14"
"Kevin Danso","AUT","DF","Lens","12.0","770","732","35","17","1","1","0","2","0","0","0","0","659","3","6"
"Dante","BRA","DF","Nice","21.8","1432","1336","93","63","5","8","2","4","0","0","0","0","1267","3","11"
"Pape Daouda Diongue","SEN","MF,FW","Strasbourg","0.9","57","56","1","1","0","0","1","0","0","0","0","0","47","0","2"
"Mohamed Daramy","DEN","FW","Reims","0.2","4","4","0","0","0","0","0","0","0","0","0","0","4","0","0"
"Jonathan David","CAN","FW","Lille","28.4","686","646","38","1","4","3","4","2","0","0","0","0","563","2","24"
"Zuriko Davitashvili","GEO","FW,MF","Saint-Étienne","30.9","938","799","134","40","6","1","85","16","68","13","34","0","737","5","22"
"Théo De Percin","MTQ","GK","Auxerre","2.0","58","41","17","5","0","0","0","0","0","0","0","0","31","0","0"
"Thibault De Smet","BEL","DF","Reims","2.1","116","106","9","3","0","0","0","1","0","0","0","0","105","1","1"
"Amar Dedić","BIH","DF","Marseille","3.5","224","199","25","0","1","1","5","24","1","0","0","0","189","0","6"
"Romain Del Castillo","FRA","FW","Brest","14.0","688","592","92","34","3","7","103","17","39","17","19","0","480","4","27"
"Thomas Delaine","FRA","DF","Strasbourg","0.1","4","3","1","0","0","0","0","1","0","0","0","0","0","0","0"
"Andy Delort","ALG","FW","Montpellier","6.7","110","104","5","0","0","0","11","1","0","0","0","0","54","1","7"
"Ousmane Dembélé","FRA","FW","Paris S-G","19.2","1068","986","74","9","13","10","80","3","48","14","16","0","844","8","36"
"Rémy Descamps","FRA","GK","Lyon","1.0","30","27","3","1","0","0","0","0","0","0","0","0","27","0","0"
"Arthur Desmas","FRA","GK","Le Havre","18.0","522","365","156","39","0","1","0","0","0","0","0","0","411","1","0"
"Mamadou Diakhon","FRA","FW,MF","Reims","9.5","257","247","9","2","1","3","33","5","1","0","0","0","198","1","10"
"Bafodé Diakité","FRA","DF","Lille","30.7","2239","2155","82","63","2","5","4","6","0","0","0","0","2086","2","19"
"Oumar Diakité","CIV","FW","Reims","18.1","354","317","34","1","1","2","7","1","0","0","0","0","291","3","10"
"Habib Diarra","SEN","MF,FW","Strasbourg","26.1","978","936","40","11","6","5","54","10","0","0","0","0","812","2","25"
"Krépin Diatta","SEN","DF,FW","Monaco","5.6","314","278","35","2","1","3","15","33","0","0","0","0","240","1","5"
"Kandet Diawara","GUI","FW","Le Havre","0.0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Mahamadou Diawara","FRA","MF","Le Havre","6.5","233","225","6","2","0","2","5","1","1","1","0","0","193","2","11"
"Mahamadou Diawara","FRA","MF","Lyon","0.2","7","7","0","0","0","0","0","0","0","0","0","0","6","0","0"
"Bamba Dieng","SEN","FW","Angers","5.9","103","99","4","0","2","0","5","0","1","0","1","0","80","0","2"
"Kembo Diliwidi","FRA","DF","Lens","0.0","3","3","0","0","0","0","1","0","0","0","0","0","2","0","0"
"Sinaly Diomande","CIV","DF","Auxerre","21.6","961","909","47","42","0","14","1","5","0","0","0","0","813","5","10"
"Lois Diony","FRA","FW","Angers","0.2","4","4","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Sérigné Diop","SEN","FW","Brest","0.0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Sofiane Diop","FRA","MF,FW","Nice","11.8","565","523","40","14","16","7","33","3","22","7","8","0","436","2","12"
"Andy Diouf","FRA","MF","Lens","24.7","1068","1030","27","15","13","2","30","0","11","8","3","0","849","11","30"
"Yehvann Diouf","SEN","GK","Reims","34.0","1219","874","339","119","0","2","0","0","0","0","0","0","848","6","1"
"Assane Dioussé","SEN","MF","Auxerre","7.4","357","355","2","2","0","7","1","0","0","0","0","0","320","0","4"
"Álex Domínguez","ESP","GK","Toulouse","0.2","11","7","4","1","0","0","0","0","0","0","0","0","8","0","0"
"Gianluigi Donnarumma","ITA","GK","Paris S-G","23.2","632","508","124","35","0","0","0","0","0","0","0","0","552","0","0"
"Sékou Doucoure","FRA","DF","Nantes","0.1","5","5","0","0","0","0","0","0","0","0","0","0","4","0","0"
"Désiré Doué","FRA","FW,MF","Paris S-G","19.2","1133","1066","66","11","8","7","78","24","23","8","5","1","933","1","21"
"Guela Doué","CIV","DF","Strasbourg","30.2","2023","1728","293","63","1","3","46","226","0","0","0","0","1688","2","26"
"Douglas","BRA","MF","Nantes","25.6","1190","1119","68","53","2","3","10","9","3","2","0","0","1029","3","17"
"Ismaël Doukouré","FRA","DF,MF","Strasbourg","29.3","1685","1561","117","46","2","2","1","15","0","0","0","0","1494","7","13"
"Kamory Doumbia","MLI","MF,FW","Brest","14.7","697","631","60","20","7","2","48","3","27","12","15","0","561","6","10"
"Amidou Doumbouya","FRA","DF","Nice","0.5","25","24","1","0","0","0","2","1","0","0","0","0","19","0","2"
"Jean-Kevin Duverne","HAI","DF","Nantes","6.0","304","250","53","6","0","0","9","47","0","0","0","0","238","1","5"
"Stefan Džodić","SRB","DF,MF","Montpellier","2.7","176","171","5","3","0","1","0","0","0","0","0","0","158","0","0"
"Aron Dønnum","NOR","DF,MF","Toulouse","29.9","1213","1013","190","31","7","26","117","127","32","23","5","0","880","10","42"
"Noah Edjouma","FRA","MF,FW","Toulouse","1.9","52","50","2","0","0","1","6","1","1","1","0","0","36","0","3"
"Jacques Ekomie","GAB","DF,FW","Angers","7.7","260","192","66","1","0","1","23","65","0","0","0","0","183","2","14"
"Pierre Ekwah Elimby","FRA","MF","Saint-Étienne","28.6","1593","1536","57","53","3","12","5","2","1","1","0","0","1405","0","16"
"Meschak Elia","COD","FW","Nantes","1.9","62","58","4","1","0","0","14","2","1","0","1","0","35","0","3"
"Breel Embolo","SUI","FW,MF","Monaco","20.5","432","397","30","2","8","1","6","0","0","0","0","0","299","5","9"
"Emanuel Emegha","NED","FW","Strasbourg","25.5","340","316","22","0","0","0","0","1","0","0","0","0","273","2","7"
"Romain Faivre","FRA","MF,FW","Brest","10.0","379","349","29","7","4","0","26","4","17","11","4","0","311","1","8"
"Khalil Fayad","FRA","MF,FW","Montpellier","11.4","514","492","22","12","2","4","20","3","7","4","0","0","426","0","12"
"Luiz Felipe","ITA","DF","Marseille","1.4","66","62","4","1","0","0","0","2","0","0","0","0","58","0","1"
"Zinedine Ferhat","ALG","FW,MF","Angers","9.4","451","392","55","15","3","5","68","7","33","9","20","2","303","4","9"
"Edimilson Fernandes","SUI","MF,DF","Brest","12.3","572","561","11","8","2","5","7","2","0","0","0","0","486","0","5"
"Matias Fernandez-Pardo","BEL","FW,MF","Lille","11.8","307","286","20","2","1","2","30","1","17","10","3","0","224","1","13"
"Jordan Ferri","FRA","MF","Montpellier","19.7","1267","1204","58","45","2","7","25","13","0","0","0","0","1119","5","10"
"Karol Fila","POL","MF","Strasbourg","0.1","4","4","0","0","0","0","0","0","0","0","0","0","2","0","1"
"Malick Fofana","BEL","FW","Lyon","17.7","638","623","14","1","1","0","70","13","0","0","0","0","494","1","32"
"Rayan Fofana","FRA","FW,MF","Lens","0.3","8","8","0","0","0","0","0","0","0","0","0","0","5","0","1"
"Seko Fofana","CIV","MF","Rennes","9.4","552","541","9","7","1","9","5","2","0","0","0","0","499","2","5"
"Yahia Fofana","CIV","GK","Angers","33.0","1014","654","358","97","0","1","0","0","0","0","0","0","697","2","0"
"Lamine Fomba","FRA","MF","Saint-Étienne","2.4","145","144","1","1","1","2","1","0","0","0","0","0","121","0","4"
"Przemysław Frankowski","POL","DF","Lens","15.4","1092","930","156","11","4","2","78","132","13","4","9","0","875","6","31"
"Angelo Fulgini","FRA","MF,FW","Lens","11.6","652","604","42","11","7","5","44","9","13","4","7","0","509","6","15"
"Kyogo Furuhashi","JPN","FW","Rennes","1.4","11","9","2","0","0","0","0","0","0","0","0","0","3","0","1"
"Gauthier Gallon","FRA","GK","Rennes","0.5","19","15","4","0","0","0","0","0","0","0","0","0","16","0","0"
"Ignatius Ganago","CMR","FW,MF","Nantes","2.7","77","72","5","0","0","0","3","1","0","0","0","0","59","0","1"
"Ulisses Garcia","SUI","DF","Marseille","10.3","632","536","94","15","0","2","35","74","0","0","0","0","535","2","15"
"Jean-Philippe Gbamin","CIV","MF","Nantes","2.4","115","113","2","2","0","2","0","0","0","0","0","0","90","0","2"
"Mory Gbane","CIV","DF,MF","Reims","12.5","524","499","25","11","3","8","2","11","0","0","0","0","447","0","6"
"Yann Gboho","FRA","MF,FW","Toulouse","25.9","644","633","6","2","7","1","26","0","0","0","0","0","478","5","33"
"Denis Genreau","AUS","MF","Toulouse","2.5","127","111","15","3","0","0","9","4","6","2","3","0","105","1","3"
"Aleksandr Golovin","RUS","MF,FW","Monaco","12.8","678","648","25","12","9","4","23","6","7","2","3","0","523","5","13"
"André Gomes","POR","MF","Lille","14.2","963","937","25","21","5","11","11","4","0","0","0","0","861","1","11"
"Angel Gomes","ENG","MF","Lille","8.2","364","352","9","3","2","2","10","0","4","3","0","0","295","3","8"
"Carlos Gómez","COL","MF,DF","Rennes","4.2","115","110","5","0","1","0","19","5","0","0","0","0","84","0","2"
"Mathieu Gorgelin","FRA","GK","Le Havre","16.0","536","385","149","50","0","2","0","0","0","0","0","0","417","2","0"
"Amine Gouiri","ALG","FW,MF","Marseille","11.6","351","271","79","6","1","0","57","0","49","19","28","0","284","1","5"
"Amine Gouiri","ALG","MF,FW","Rennes","11.5","354","319","35","9","3","0","12","5","7","5","1","0","277","0","16"
"Jonathan Gradit","FRA","DF","Lens","23.5","1332","1290","38","37","2","7","10","1","0","0","0","0","1133","4","11"
