"player","nation","pos","team","played_90s","touches","touches_def_pen","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen","take_ons_att","take_ons_succ","take_ons_tackled","carries","carry_dist","prog_carry_dist","prog_carries","carries_final_3rd","carries_att_pen","miscontrols","dispossessed","passes_rec","prog_passes_rec"
"Martial Godo","ENG","FW,DF","Fulham","0.3","25","0","1","7","17","7","4","1","3","18","155","87","2","0","2","0","0","15","6"
"Michael Golding","ENG","MF","Leicester City","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"João Gomes","BRA","MF","Wolves","33.0","1998","62","431","1105","491","45","65","30","28","1059","6216","2843","59","51","6","43","51","1335","76"
"Rodrigo Gomes","POR","DF,FW","Wolves","9.0","417","24","101","141","182","29","15","5","7","217","1388","805","23","18","7","21","9","246","81"
"Toti Gomes","POR","DF","Wolves","29.0","2027","217","942","1000","108","17","32","20","10","1205","5793","3203","27","20","0","20","15","1387","18"
"Diego Gómez","PAR","MF","Brighton","5.7","403","21","87","212","109","10","12","6","6","193","746","365","8","4","0","10","9","247","23"
"Joe Gomez","ENG","DF","Liverpool","5.8","481","54","183","264","37","5","0","0","0","303","1638","947","5","2","1","1","2","335","2"
"Nicolás González","ESP","MF","Manchester City","8.4","713","18","116","439","161","10","6","1","3","425","1824","729","9","12","3","8","11","535","11"
"Anthony Gordon","ENG","FW,MF","Newcastle Utd","27.0","1267","16","125","475","687","128","103","38","47","818","6099","3295","121","62","56","36","38","924","214"
"Ryan Gravenberch","NED","MF","Liverpool","35.1","2343","117","509","1354","512","26","81","37","30","1396","7452","3742","70","75","10","55","26","1669","55"
"Archie Gray","ENG","DF,MF","Tottenham","19.5","1286","150","609","582","106","3","13","7","5","878","4023","1678","7","5","0","12","11","941","17"
"Jack Grealish","ENG","FW,MF","Manchester City","8.0","521","15","42","162","324","71","29","13","9","376","2881","1714","69","23","46","10","16","423","118"
"Jacob Greaves","ENG","DF","Ipswich Town","24.5","1404","276","746","568","95","22","6","4","1","619","2881","1268","11","11","0","10","2","851","11"
"Brajan Gruda","GER","MF,FW","Brighton","7.6","344","4","38","120","192","46","30","13","12","202","1447","662","22","19","13","14","21","222","57"
"Albert Grønbaek","DEN","FW,MF","Southampton","1.6","38","2","9","14","15","2","4","0","4","18","79","15","1","0","1","5","4","21","3"
"Gonçalo Guedes","POR","MF,FW","Wolves","11.1","484","6","49","199","250","40","28","9","15","304","2074","1056","41","27","8","38","18","337","79"
"Marc Guéhi","ENG","DF","Crystal Palace","34.0","2131","311","1051","943","148","39","15","12","2","1142","5574","2935","22","17","1","16","18","1330","10"
"Luis Guilherme","BRA","MF,FW","West Ham","1.7","99","3","19","40","41","5","13","7","4","51","383","165","4","3","1","4","3","69","16"
"Bruno Guimarães","BRA","MF","Newcastle Utd","36.3","2213","83","445","1131","662","85","78","34","27","1400","7763","3483","64","46","15","56","76","1652","96"
"Marc Guiu","ESP","FW","Chelsea","0.8","22","0","2","8","12","3","1","0","1","12","30","8","0","0","0","2","0","12","3"
"İlkay Gündoğan","GER","MF","Manchester City","24.7","1892","45","270","929","714","67","41","17","16","1118","6209","3000","64","57","11","29","25","1480","96"
"Malo Gusto","FRA","DF","Chelsea","20.7","1595","64","387","772","451","43","16","4","11","882","4513","2248","50","36","8","18","17","1072","85"
"Joško Gvardiol","CRO","DF","Manchester City","36.4","3103","146","764","1549","815","98","43","25","14","1997","10574","6002","91","102","15","29","16","2257","121"
"Erling Haaland","NOR","FW","Manchester City","30.4","639","22","40","222","384","190","36","13","20","310","1494","577","24","15","23","45","27","478","124"
"Lewis Hall","ENG","DF","Newcastle Utd","24.3","1820","95","623","804","414","47","21","11","7","950","4398","2358","41","22","13","33","20","1094","80"
"Ali Al Hamadi","IRQ","FW","Ipswich Town","1.5","53","2","6","20","30","9","7","4","3","29","187","111","4","3","4","7","4","36","14"
"Marcus Harness","ENG","MF","Ipswich Town","0.5","22","4","7","2","13","3","1","0","1","9","49","14","0","0","0","0","0","9","1"
"Jack Harrison","ENG","FW","Everton","23.1","948","36","157","336","463","69","75","24","43","524","3153","1639","73","36","17","52","41","612","127"
"Taylor Harwood-Bellis","ENG","DF","Southampton","31.4","2475","340","1158","1145","182","42","3","3","0","1433","6776","3938","29","27","0","16","5","1792","9"
"Kai Havertz","GER","FW,MF","Arsenal","20.8","785","31","92","287","411","107","38","9","24","418","2012","954","35","23","18","44","23","584","113"
"Ayden Heaven","ENG","DF","Manchester Utd","1.9","136","30","68","60","10","2","4","2","2","95","491","259","1","1","0","3","1","93","1"
"Jan Paul van Hecke","NED","DF","Brighton","32.9","2589","272","1094","1350","166","33","11","5","4","1715","10633","7191","55","46","0","12","7","1820","5"
"Hwang Hee-chan","KOR","MF,FW","Wolves","7.3","271","10","42","105","126","24","14","2","12","159","989","448","15","5","7","14","10","181","42"
"Dean Henderson","ENG","GK","Crystal Palace","38.0","1308","1065","1303","4","1","1","0","0","0","751","4483","2136","0","0","0","2","0","580","0"
"Rico Henry","ENG","DF","Brentford","1.1","66","6","22","29","16","1","3","0","2","30","149","60","0","1","0","3","2","27","5"
"Mads Hermansen","DEN","GK","Leicester City","26.5","1147","831","1106","43","0","0","1","1","0","734","3625","1904","0","0","0","1","0","625","0"
"Son Heung-min","KOR","FW","Tottenham","23.4","1134","16","115","362","668","122","83","29","41","761","4914","2613","96","49","44","25","32","867","265"
"James Hill","ENG","DF","Bournemouth","5.0","319","19","99","167","54","8","2","1","1","146","552","295","3","6","0","2","0","179","8"
"Jack Hinshelwood","ENG","MF,DF","Brighton","20.5","1199","50","322","560","323","35","11","2","8","590","2435","1189","19","20","2","18","3","762","54"
"George Hirst","SCO","FW","Ipswich Town","7.3","188","12","28","61","101","28","6","2","3","101","529","211","9","2","7","21","16","161","31"
"Mason Holgate","JAM","FW,DF","Everton","0.1","3","0","0","2","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0"
"Harry Howell","ENG","FW","Brighton","0.1","12","1","1","7","4","3","0","0","0","9","48","8","0","0","1","0","0","10","3"
"Callum Hudson-Odoi","ENG","FW,MF","Nott'ham Forest","24.4","1035","16","117","338","605","74","63","37","18","641","5345","3401","130","61","47","45","23","784","189"
"Will Hughes","ENG","MF","Crystal Palace","23.4","1203","48","295","615","308","17","16","5","7","532","2718","1276","20","24","1","21","30","659","27"
"Dean Huijsen","ESP","DF","Bournemouth","27.0","2021","254","915","971","145","30","5","2","3","1118","7072","4349","41","31","0","20","1","1271","10"
"Omari Hutchinson","ENG","MF,FW","Ipswich Town","28.7","1259","17","200","516","567","92","137","51","68","779","6035","2976","97","39","37","80","58","893","159"
"Rasmus Højlund","DEN","FW","Manchester Utd","22.3","515","6","36","251","237","74","33","9","21","308","1516","655","28","13","17","63","33","408","101"
"Igor","BRA","DF","Brighton","10.7","816","109","385","381","54","1","6","5","1","530","2962","1837","9","14","0","1","0","606","1"
"Danny Ings","ENG","FW,MF","West Ham","3.2","139","2","15","51","73","27","7","4","2","63","324","118","6","0","2","6","6","96","29"
"Tim Iroegbunam","ENG","MF","Everton","6.4","269","24","89","127","60","12","20","8","8","127","744","379","8","10","2","11","18","113","9"
"Andy Irving","SCO","MF","West Ham","1.8","150","7","37","89","24","0","1","1","0","73","305","137","0","1","0","1","3","104","4"
"Alexander Isak","SWE","FW","Newcastle Utd","30.6","1025","20","57","386","596","189","91","42","47","615","3723","1861","83","42","43","66","55","740","217"
"Alex Iwobi","NGA","FW,MF","Fulham","33.1","1861","33","244","748","895","116","97","48","42","1312","8012","4367","144","105","37","62","40","1447","246"
"Nicolas Jackson","SEN","FW","Chelsea","24.7","687","19","50","285","361","141","61","18","32","417","2510","1316","47","25","32","71","41","514","129"
"Reece James","ENG","DF,MF","Chelsea","11.8","952","43","267","516","176","7","17","7","6","486","1877","822","7","4","1","7","9","607","12"
"Vitaly Janelt","GER","MF","Brentford","25.0","1289","118","418","574","306","32","12","3","7","651","3005","1278","17","18","3","16","10","814","38"
"Vitezslav Jaros","CZE","GK","Liverpool","0.1","8","5","8","0","0","0","0","0","0","7","29","8","0","0","0","0","0","5","0"
"Daniel Jebbison","CAN","FW","Bournemouth","1.3","78","3","10","25","44","14","7","4","3","44","277","95","4","2","5","13","5","47","16"
"Mathias Jensen","DEN","MF","Brentford","9.6","573","27","126","243","207","9","17","9","6","300","1296","598","6","12","0","9","7","350","27"
"Gabriel Jesus","BRA","FW","Arsenal","6.8","299","9","28","108","165","48","22","9","10","179","953","432","15","6","11","13","13","217","57"
"Raúl Jiménez","MEX","FW","Fulham","27.7","999","35","120","431","464","165","50","21","26","549","2557","1112","35","24","17","74","45","734","125"
"Kim Jisoo","KOR","DF","Brentford","0.3","30","1","15","12","3","0","0","0","0","15","57","22","0","0","0","0","1","22","0"
"João Pedro","BRA","FW,MF","Brighton","21.6","940","12","60","387","508","122","86","29","47","616","3821","1821","66","39","30","72","38","732","128"
"Joelinton","BRA","MF,FW","Newcastle Utd","26.6","1360","67","256","670","448","83","46","15","28","729","3598","1786","40","26","9","39","53","934","110"
"Ben Johnson","ENG","DF,FW","Ipswich Town","15.0","626","60","246","220","163","12","24","8","14","259","1503","585","16","12","3","23","17","292","33"
"Brennan Johnson","WAL","FW","Tottenham","24.2","853","18","98","292","475","125","44","19","22","544","2939","1460","60","23","35","26","17","626","197"
"Sam Johnstone","ENG","GK","Wolves","7.0","306","229","304","2","0","0","0","0","0","196","1221","756","0","0","0","0","0","179","0"
"Curtis Jones","ENG","MF,DF","Liverpool","19.0","1288","41","220","683","393","58","22","12","8","789","3889","1892","30","23","8","26","36","967","79"
"Jorginho","ITA","MF","Arsenal","7.8","522","9","93","304","131","3","4","1","2","302","1498","874","12","13","0","12","9","389","6"
"Diogo Jota","POR","FW","Liverpool","13.3","485","6","35","198","259","97","33","11","20","263","1500","796","37","23","21","40","22","333","88"
"James Justin","ENG","DF","Leicester City","32.4","1948","151","692","881","387","38","30","9","13","866","3649","1788","39","27","4","31","15","1077","96"
"Filip Jørgensen","DEN","GK","Chelsea","6.0","202","174","201","1","0","0","0","0","0","145","676","423","0","0","0","0","0","139","0"
"Ferdi Kadioglu","TUR","DF,MF","Brighton","4.3","231","13","71","91","72","9","7","3","3","124","479","183","1","0","0","6","2","144","27"
"Daichi Kamada","JPN","MF","Crystal Palace","17.4","937","19","208","496","240","32","19","7","9","485","2295","1121","25","19","6","16","20","600","56"
"Boubacar Kamara","FRA","MF","Aston Villa","19.2","1113","95","344","637","141","12","27","9","9","591","2976","1370","19","13","2","12","17","754","7"
"Joachim Kayi Sanda","FRA","DF","Southampton","0.2","19","1","8","10","1","1","0","0","0","14","63","35","0","0","0","1","0","15","0"
"Michael Kayode","ITA","DF","Brentford","5.9","313","23","101","121","97","13","18","9","8","144","944","500","12","7","3","13","3","143","24"
"Michael Keane","ENG","DF","Everton","11.7","513","106","295","198","22","17","1","0","1","229","904","290","1","1","0","2","2","286","3"
"Caoimhín Kelleher","IRL","GK","Liverpool","10.0","398","286","396","2","0","0","1","1","0","290","1131","616","0","0","0","1","0","275","0"
"Lloyd Kelly","ENG","DF","Newcastle Utd","3.4","215","26","105","94","19","4","3","2","1","120","474","202","0","2","0","3","2","129","5"
"Milos Kerkez","HUN","DF","Bournemouth","37.1","2158","112","552","900","731","69","48","22","16","1094","6388","3711","106","73","16","49","22","1196","197"
"Bilal El Khannouss","MAR","MF,FW","Leicester City","24.2","1268","18","183","655","445","35","60","34","23","732","4494","2038","73","45","12","38","38","851","89"
"Abdukodir Khusanov","UZB","DF","Manchester City","5.6","445","45","205","211","31","1","2","0","2","274","1155","435","1","1","0","2","1","332","2"
"Max Kilman","ENG","DF","West Ham","37.2","2374","464","1317","962","113","32","22","16","2","1270","5672","3185","31","14","2","17","4","1581","6"
"Joshua King","ENG","MF","Fulham","1.4","87","2","12","31","46","10","8","4","4","44","335","138","3","4","0","1","6","60","16"
"Tom King","WAL","GK","Wolves","0.0","1","1","1","0","0","0","0","0","0","1","8","5","0","0","0","0","0","0","0"
"Antonín Kinský","CZE","GK","Tottenham","6.0","237","205","234","3","0","0","0","0","0","144","760","491","1","0","0","0","0","126","0"
"Jakub Kiwior","POL","DF","Arsenal","12.5","846","100","281","494","72","5","5","3","2","492","1988","1037","5","7","1","3","2","615","1"
"Justin Kluivert","NED","MF","Bournemouth","26.0","1086","24","99","366","641","134","87","36","40","646","4198","2364","81","55","38","55","27","710","173"
"Ibrahima Konaté","FRA","DF","Liverpool","28.4","2185","223","928","1145","119","23","6","3","2","1290","6124","3603","25","15","0","8","2","1576","3"
"Ezri Konsa","ENG","DF","Aston Villa","32.6","1915","250","883","934","107","22","18","8","7","1132","5817","3008","24","15","2","17","10","1338","11"
"Mateo Kovačić","CRO","MF","Manchester City","24.4","2123","53","318","1199","627","17","41","22","11","1445","8397","3961","56","78","3","19","29","1729","16"
"Caleb Kporha","ENG","DF","Crystal Palace","0.1","11","1","4","2","5","0","0","0","0","4","46","36","1","1","0","0","2","3","0"
"Emil Krafth","SWE","DF","Newcastle Utd","3.8","199","34","100","73","28","4","1","0","1","82","397","175","5","6","0","2","2","98","3"
"Mohammed Kudus","GHA","FW,MF","West Ham","28.8","1274","13","171","536","612","127","208","92","98","842","5574","2613","98","59","42","77","93","989","216"
"Dejan Kulusevski","SWE","MF,FW","Tottenham","26.5","1276","24","149","432","719","158","117","38","71","823","6157","3208","120","67","40","77","74","895","210"
"Maxence Lacroix","FRA","DF","Crystal Palace","34.6","1934","362","1184","672","85","45","14","8","4","1030","4806","2203","8","6","0","21","6","1136","7"
"Adam Lallana","ENG","MF","Southampton","4.0","318","19","91","155","73","6","12","5","5","178","831","366","6","8","0","10","6","245","10"
"Tariq Lamptey","GHA","DF","Brighton","9.6","535","29","161","224","154","11","31","10","18","292","2081","1034","32","17","3","11","5","302","45"
"Will Lankshear","ENG","FW,MF","Tottenham","0.1","3","0","0","2","1","0","0","0","0","3","3","0","0","0","0","2","0","3","1"
"Roméo Lavia","BEL","MF","Chelsea","8.9","493","17","109","319","71","1","16","10","6","295","1373","567","3","9","0","3","7","359","7"
"Mario Lemina","GAB","MF,DF","Wolves","15.2","809","92","324","378","119","18","16","10","4","382","2068","1038","8","12","2","21","11","482","21"
"Bernd Leno","GER","GK","Fulham","38.0","1479","1190","1466","13","0","0","0","0","0","955","3956","2233","0","0","0","0","0","862","0"
"Jefferson Lerma","COL","MF,DF","Crystal Palace","25.3","1406","124","469","703","244","29","13","7","4","649","2478","1100","13","11","0","15","18","803","26"
"Rico Lewis","ENG","DF,MF","Manchester City","21.0","1477","53","289","727","477","46","21","9","11","865","4215","2155","39","41","8","20","19","1061","78"
"Keane Lewis-Potter","ENG","DF,FW","Brentford","34.4","1613","102","504","625","505","74","101","41","50","868","6085","3211","98","69","35","51","20","966","156"
"Myles Lewis-Skelly","ENG","DF","Arsenal","15.2","905","28","178","476","265","17","28","12","9","526","2692","1663","37","26","7","13","9","616","37"
"Matthijs de Ligt","NED","DF","Manchester Utd","23.6","1608","184","828","731","56","29","4","2","2","1078","4744","2225","7","3","0","5","3","1158","6"
