"player","nation","pos","team","played_90s","shot_create_action","sca_live","sca_dead","sca_take_on","sca_shot","sca_foul","sca_defense","goal_create_action","gca_live","gca_dead","gca_take_on","gca_shot","gca_foul","gca_defense"
"Mattia Zaccagni","ITA","FW","Lazio","29.8","107","69","24","1","6","6","1","9","7","2","0","0","0","0"
"Nicola Zalewski","POL","DF,FW","Roma","5.9","20","18","0","0","0","2","0","0","0","0","0","0","0","0"
"Nicola Zalewski","POL","DF,MF","Inter","4.8","20","17","0","1","1","1","0","1","1","0","0","0","0","0"
"Andre-Frank Zambo Anguissa","CMR","MF","Napoli","31.7","75","61","0","5","4","1","4","9","6","0","2","0","1","0"
"Francesco Zampano","ITA","DF","Venezia","18.2","25","21","0","1","1","2","0","3","2","0","0","0","1","0"
"Nicolò Zaniolo","ITA","FW","Fiorentina","3.8","10","6","0","1","0","3","0","0","0","0","0","0","0","0"
"Nicolò Zaniolo","ITA","FW,MF","Atalanta","4.0","15","10","0","1","2","2","0","3","3","0","0","0","0","0"
"Alessandro Zanoli","ITA","FW,DF","Genoa","19.0","32","25","2","2","1","1","1","1","1","0","0","0","0","0"
"Duván Zapata","COL","FW","Torino","6.5","20","14","0","1","3","1","1","1","0","0","0","1","0","0"
"Gabriele Zappa","ITA","DF","Cagliari","34.0","57","52","2","0","3","0","0","2","2","0","0","0","0","0"
"Davide Zappacosta","ITA","DF","Atalanta","23.0","53","42","5","1","5","0","0","6","6","0","0","0","0","0"
"Oier Zarraga","ESP","MF","Udinese","10.0","15","13","0","0","2","0","0","0","0","0","0","0","0","0"
"Jordan Zemura","ZIM","DF","Udinese","15.7","30","19","7","1","1","1","1","4","3","0","0","1","0","0"
"Alessio Zerbin","ITA","DF","Venezia","16.9","42","25","10","2","1","3","1","2","1","0","1","0","0","0"
"Alessio Zerbin","ITA","FW,DF","Napoli","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Zeroli","ITA","MF","Monza","4.4","2","0","0","0","2","0","0","1","0","0","0","1","0","0"
"Kevin Zeroli","ITA","MF","Milan","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Piotr Zieliński","POL","MF","Inter","10.9","40","28","8","1","2","0","1","7","6","0","0","0","0","1"
"Nadir Zortea","ITA","DF,MF","Cagliari","30.1","57","40","5","8","2","1","1","3","2","1","0","0","0","0"
"Szymon Żurkowski","POL","MF","Empoli","1.2","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Milan Đurić","BIH","FW","Monza","14.1","7","6","0","0","1","0","0","1","1","0","0","0","0","0"
"Milan Đurić","BIH","FW","Parma","3.0","5","1","0","1","1","2","0","1","0","0","0","1","0","0"
"Keyliane Abdallah","FRA","FW","Marseille","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yunis Abdelhamid","MAR","DF","Saint-Étienne","11.5","6","5","1","0","0","0","0","0","0","0","0","0","0","0"
"Himad Abdelli","ALG","MF,FW","Angers","31.6","94","80","2","5","1","3","3","5","3","0","2","0","0","0"
"Mohamed Abdelmoneim","EGY","DF","Nice","9.5","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"Ali Abdi","TUN","DF,MF","Nice","15.5","45","33","3","4","4","0","1","3","1","1","0","1","0","0"
"Matthis Abline","FRA","FW","Nantes","30.8","61","43","0","8","6","3","1","9","6","0","2","1","0","0"
"Abner","BRA","DF","Lyon","12.1","25","21","3","0","1","0","0","1","1","0","0","0","0","0"
"Zakaria Aboukhlal","MAR","MF,FW","Toulouse","21.1","34","19","0","4","6","4","1","7","3","0","1","0","3","0"
"Akor Adams","NGA","FW","Montpellier","11.9","25","18","0","4","1","2","0","5","2","0","1","0","2","0"
"Martin Adeline","FRA","MF","Reims","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adryelson","BRA","DF","Lyon","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Agbadou","CIV","DF","Reims","14.0","21","19","0","1","1","0","0","1","1","0","0","0","0","0"
"Jeremy Agbonifo","SWE","FW,MF","Lens","3.3","8","7","1","0","0","0","0","0","0","0","0","0","0","0"
"Ruben Aguilar","FRA","DF,MF","Lens","12.5","26","24","0","0","2","0","0","5","4","0","0","1","0","0"
"Naouirou Ahamada","FRA","MF,FW","Rennes","0.6","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean-Eudes Aholou","CIV","MF","Angers","21.8","33","21","0","2","4","3","3","1","0","0","0","0","1","0"
"Ayman Aiki","FRA","FW,MF","Saint-Étienne","1.4","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludovic Ajorque","FRA","FW","Brest","27.7","60","49","0","2","5","2","2","8","3","0","1","3","1","0"
"Ümit Akdag","ROU","DF","Toulouse","5.6","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"Sergio Akieme","ESP","DF","Reims","28.0","37","29","4","0","2","2","0","3","3","0","0","0","0","0"
"Maghnes Akliouche","FRA","FW,MF","Monaco","26.7","119","87","3","12","6","8","3","19","17","0","0","2","0","0"
"Paul Akouokou","CIV","MF","Lyon","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clément Akpa","CIV","DF","Auxerre","27.6","22","15","3","0","0","2","2","4","2","0","0","0","2","0"
"Chuba Akpom","ENG","FW","Lille","7.1","17","8","0","2","5","2","0","3","1","0","0","1","1","0"
"Mohamed Ali Cho","FRA","FW,MF","Nice","18.0","59","45","3","5","1","5","0","11","8","0","1","1","1","0"
"Jim Allevinah","GAB","FW","Angers","19.4","39","25","1","3","6","3","1","7","4","0","0","2","1","0"
"Thiago Almada","ARG","MF,FW","Lyon","10.6","52","39","8","1","3","1","0","11","10","0","0","0","1","0"
"Jordan Amavi","FRA","DF","Brest","8.8","14","13","0","0","1","0","0","1","1","0","0","0","0","0"
"Kelvin Amian","FRA","DF","Nantes","24.1","38","26","7","1","1","2","1","1","1","0","0","0","0","0"
"Michael Amir Murillo","PAN","DF","Marseille","27.1","47","39","2","3","2","0","1","6","5","0","1","0","0","0"
"Samuel Amo-Ameyaw","ENG","DF,MF","Strasbourg","3.6","14","9","1","2","2","0","0","1","1","0","0","0","0","0"
"Mathis Amougou","FRA","MF","Saint-Étienne","9.5","17","14","0","2","1","0","0","0","0","0","0","0","0","0"
"Benjamin André","FRA","MF","Lille","29.9","53","46","0","0","2","4","1","9","6","0","0","2","1","0"
"Kyllian Antonio","FRA","DF,MF","Lens","1.5","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dennis Appiah","FRA","DF","Saint-Étienne","23.6","38","32","3","2","0","0","1","3","2","1","0","0","0","0"
"Carlens Arcus","HAI","DF","Angers","22.7","37","32","1","1","0","1","2","3","2","0","0","0","1","0"
"Hákon Arnar Haraldsson","ISL","MF,FW","Lille","19.5","70","49","12","1","4","3","1","7","5","1","0","1","0","0"
"Marco Asensio","ESP","FW,MF","Paris S-G","6.9","37","27","2","2","6","0","0","7","7","0","0","0","0","0"
"Lorenz Assignon","TOG","DF,MF","Rennes","26.2","67","52","7","3","3","1","1","10","7","0","0","2","1","0"
"Dehmaine Assoumani","FRA","MF,FW","Nantes","1.1","7","5","2","0","0","0","0","0","0","0","0","0","0","0"
"Valentin Atangana Edoa","FRA","MF","Reims","31.7","49","33","0","3","5","4","4","1","1","0","0","0","0","0"
"Florian Ayé","FRA","FW","Auxerre","6.4","5","4","0","0","1","0","0","2","1","0","0","1","0","0"
"André Ayew","GHA","FW","Le Havre","16.1","20","15","0","1","2","2","0","1","1","0","0","0","0","0"
"Neil El Aynaoui","FRA","MF","Lens","17.6","42","22","17","0","1","1","1","2","0","2","0","0","0","0"
"Shavy Babicka","GAB","MF,FW","Toulouse","13.2","29","20","1","3","0","3","2","5","3","0","1","0","1","0"
"Juma Bah","SLE","DF","Lens","7.6","7","6","0","1","0","0","0","0","0","0","0","0","0","0"
"Theo Bair","CAN","FW","Auxerre","10.4","17","14","0","1","2","0","0","2","1","0","0","1","0","0"
"Mitchel Bakker","NED","FW,DF","Lille","12.7","40","28","8","2","1","1","0","4","2","1","0","0","1","0"
"Darryl Bakola","FRA","DF,MF","Marseille","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dilane Bakwa","FRA","MF,DF","Strasbourg","27.7","110","67","21","10","3","7","2","16","13","1","1","0","1","0"
"Leonardo Balerdi","ARG","DF","Marseille","25.3","27","22","0","3","2","0","0","3","3","0","0","0","0","0"
"Fodé Ballo-Touré","SEN","DF,MF","Le Havre","6.5","4","4","0","0","0","0","0","1","1","0","0","0","0","0"
"Folarin Balogun","USA","FW","Monaco","6.8","19","13","0","1","4","1","0","2","0","0","1","1","0","0"
"Abdoulaye Bamba","CIV","DF","Angers","16.8","10","8","0","0","0","0","2","0","0","0","0","0","0","0"
"Mohamed Bamba","CIV","MF","Reims","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Valentín Barco","ARG","MF,DF","Strasbourg","12.9","20","17","0","1","1","1","0","6","6","0","0","0","0","0"
"Bradley Barcola","FRA","FW","Paris S-G","24.2","101","87","1","5","4","2","2","20","17","0","1","2","0","0"
"Melvin Bard","FRA","DF,MF","Nice","21.5","49","40","2","4","2","1","0","4","4","0","0","0","0","0"
"Gabriel Bares","SUI","MF,DF","Montpellier","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Téo Barisic","FRA","DF","Lyon","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Batubinsika","COD","DF","Saint-Étienne","22.4","9","8","0","1","0","0","0","0","0","0","0","0","0","0"
"Haris Belkebla","ALG","MF","Angers","19.9","14","14","0","0","0","0","0","4","4","0","0","0","0","0"
"Yassin Belkhdim","FRA","MF","Angers","16.9","12","10","0","0","2","0","0","1","1","0","0","0","0","0"
"Eliesse Ben Seghir","MAR","MF,FW","Monaco","19.4","77","57","7","1","8","4","0","7","4","1","0","1","1","0"
"Ismaël Bennacer","ALG","MF","Marseille","7.2","25","17","4","2","1","0","1","4","2","1","0","0","0","1"
"Saïd Benrahma","ALG","FW,MF","Lyon","8.2","27","17","7","3","0","0","0","6","5","0","1","0","0","0"
"Nabil Bentaleb","ALG","MF","Lille","3.7","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas Beraldo","BRA","DF","Paris S-G","22.3","22","22","0","0","0","0","0","3","3","0","0","0","0","0"
"Maxime Bernauer","FRA","DF","Saint-Étienne","8.5","8","7","0","0","0","0","1","0","0","0","0","0","0","0"
"Dimitry Bertaud","COD","GK","Montpellier","4.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mika Biereth","DEN","FW","Monaco","13.6","38","32","0","0","3","2","1","4","3","0","0","0","1","0"
"Emmanuel Biumla","FRA","DF","Angers","14.8","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Marco Bizot","NED","GK","Brest","32.0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludovic Blas","FRA","MF,FW","Rennes","25.5","107","60","24","6","7","4","6","16","7","4","1","1","2","1"
"Augustine Boakye","GHA","FW,MF","Saint-Étienne","8.1","35","24","1","5","3","2","0","1","0","0","0","1","0","0"
"Mathéo Bodmer","FRA","MF","Le Havre","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremie Boga","CIV","MF,FW","Nice","11.7","51","32","5","4","6","4","0","3","2","0","0","1","0","0"
"Moïse Bombito","CAN","DF","Nice","24.4","18","17","0","0","0","0","1","4","4","0","0","0","0","0"
"Saïmon Bouabré","FRA","MF,FW","Monaco","1.1","1","1","0","0","0","0","0","1","1","0","0","0","0","0"
"Ayyoub Bouaddi","FRA","MF","Lille","12.8","14","12","0","1","0","1","0","2","1","0","1","0","0","0"
"Badredine Bouanani","ALG","MF,FW","Nice","12.2","47","34","3","3","3","2","2","9","5","1","1","1","1","0"
"Benjamin Bouchouari","MAR","MF","Saint-Étienne","19.7","52","44","0","2","3","2","1","3","3","0","0","0","0","0"
"Hicham Boudaoui","ALG","MF","Nice","27.1","65","53","1","1","5","3","2","7","6","0","0","0","1","0"
"Justin Bourgault","FRA","DF","Brest","1.4","2","2","0","0","0","0","0","1","1","0","0","0","0","0"
"Benjamin Bourigeaud","FRA","MF","Rennes","0.9","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"Bilal Brahimi","ALG","MF","Nice","0.8","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Lilian Brassier","FRA","DF","Marseille","8.7","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Lilian Brassier","FRA","DF","Rennes","13.7","22","16","1","0","3","2","0","1","1","0","0","0","0","0"
"Anthony Briançon","FRA","DF","Saint-Étienne","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aurélio Buta","POR","DF","Reims","21.9","31","23","5","0","2","0","1","4","3","1","0","0","0","0"
"Marcin Bułka","POL","GK","Nice","34.0","3","3","0","0","0","0","0","1","1","0","0","0","0","0"
"Rémy Cabella","FRA","FW,MF","Lille","11.2","60","36","11","2","6","4","1","6","2","1","0","1","2","0"
"Mathieu Cafaro","FRA","MF,FW","Saint-Étienne","8.1","25","17","5","1","1","1","0","2","2","0","0","0","0","0"
"Duje Ćaleta-Car","CRO","DF","Lyon","17.6","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"Issiaga Camara","GUI","MF","Nice","0.2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Lamine Camara","SEN","MF","Monaco","22.8","82","43","30","0","4","2","3","13","7","5","0","1","0","0"
"Mahdi Camara","FRA","MF,FW","Brest","29.5","71","49","0","4","6","8","4","7","4","0","1","1","1","0"
"Ousmane Camara","FRA","DF","Angers","2.8","5","4","0","0","0","0","1","0","0","0","0","0","0","0"
"Axel Camblan","FRA","MF,FW","Brest","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaydee Canvot","FRA","DF,MF","Toulouse","12.3","14","13","0","0","0","1","0","2","2","0","0","0","0","0"
"Pierrick Capelle","FRA","MF","Angers","5.4","15","10","0","0","2","0","3","1","1","0","0","0","0","0"
"Gabin Capuano","FRA","FW","Lens","0.1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Maxence Caqueret","FRA","MF","Lyon","6.4","14","12","0","1","1","0","0","1","1","0","0","0","0","0"
"Simon Cara","FRA","MF,FW","Montpellier","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Valentin Carboni","ARG","MF,FW","Marseille","1.1","5","4","0","0","1","0","0","0","0","0","0","0","0","0"
"Irvin Cardona","FRA","FW","Saint-Étienne","11.8","25","20","0","1","4","0","0","3","2","0","0","1","0","0"
"Patrik Carlgren","SWE","GK","Nantes","4.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josué Casimir","FRA","FW,MF","Le Havre","22.2","60","36","2","6","5","9","2","8","3","0","1","1","3","0"
"Cristian Cásseres Jr.","VEN","MF","Toulouse","30.0","77","41","20","4","1","5","6","5","2","2","0","0","0","1"
"Jean-Charles Castelletto","CMR","DF,MF","Nantes","29.1","20","17","0","0","2","1","0","2","1","0","0","1","0","0"
"Enzo Caumont","FRA","MF","Angers","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fabien Centonze","FRA","DF","Nantes","2.9","8","6","1","0","0","1","0","0","0","0","0","0","0","0"
"Brendan Chardonnet","FRA","DF","Brest","26.8","24","21","0","0","2","1","0","4","3","0","0","1","0","0"
"Jhoanner Chávez","ECU","DF,MF","Lens","6.6","15","8","5","0","2","0","0","0","0","0","0","0","0","0"
"Théo Chennahi","FRA","DF","Montpellier","2.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Sidiki Cherif","FRA","FW","Angers","3.6","4","3","0","1","0","0","0","0","0","0","0","0","0","0"
"Rayan Cherki","FRA","FW,MF","Lyon","22.7","146","101","21","11","9","4","0","20","15","2","1","2","0","0"
"Lucas Chevalier","FRA","GK","Lille","34.0","6","5","1","0","0","0","0","1","1","0","0","0","0","0"
"Pedro Chirivella","ESP","MF","Nantes","26.1","55","54","1","0","0","0","0","6","6","0","0","0","0","0"
"Joris Chotard","FRA","MF","Montpellier","21.0","24","21","0","0","1","0","2","0","0","0","0","0","0","0"
"Djaoui Cissé","FRA","MF","Rennes","12.5","27","22","0","3","1","1","0","1","1","0","0","0","0","0"
"Yoann Cissé","FRA","MF","Auxerre","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Clauss","FRA","DF,MF","Nice","25.6","99","58","35","0","3","2","1","15","9","4","0","1","1","0"
"Marcus Coco","FRA","DF","Nantes","10.6","20","17","3","0","0","0","0","1","1","0","0","0","0","0"
"Alois Confais","FRA","MF","Le Havre","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francis Coquelin","FRA","MF","Nantes","2.5","13","7","0","0","4","0","2","2","1","0","0","1","0","0"
"Derek Cornelius","CAN","DF","Marseille","15.8","9","9","0","0","0","0","0","0","0","0","0","0","0","0"
"Pierre Cornud","FRA","DF","Saint-Étienne","6.4","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"David Costa","POR","MF,FW","Lens","3.9","8","5","1","0","1","1","0","1","0","0","0","0","1","0"
"Logan Costa","CPV","DF","Toulouse","1.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Grégoire Coudert","FRA","GK","Brest","2.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Lasso Coulibaly","CIV","FW,MF","Auxerre","0.5","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Mamadou Coulibaly","FRA","MF","Monaco","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Soumaïla Coulibaly","FRA","DF","Brest","4.9","8","5","0","0","2","1","0","3","0","0","0","2","1","0"
"Tanguy Coulibaly","FRA","FW,MF","Montpellier","16.5","45","26","1","3","6","7","2","3","1","0","1","1","0","0"
"Marius Courcoul","FRA","MF,DF","Angers","3.4","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"Nicolas Cozza","FRA","DF,MF","Nantes","22.8","20","16","0","0","3","1","0","2","1","0","0","0","1","0"
"Charlie Cresswell","ENG","DF","Toulouse","28.8","24","18","0","0","5","1","0","3","2","0","0","1","0","0"
"Kévin Danois","FRA","MF","Auxerre","16.2","54","45","0","5","2","1","1","6","5","0","0","1","0","0"
"Kevin Danso","AUT","DF","Lens","12.0","12","12","0","0","0","0","0","1","1","0","0","0","0","0"
"Dante","BRA","DF","Nice","21.8","21","19","0","0","1","0","1","0","0","0","0","0","0","0"
"Pape Daouda Diongue","SEN","MF,FW","Strasbourg","0.9","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Mohamed Daramy","DEN","FW","Reims","0.2","2","1","0","0","1","0","0","1","0","0","0","1","0","0"
"Jonathan David","CAN","FW","Lille","28.4","74","59","0","4","6","5","0","8","5","0","1","1","1","0"
"Zuriko Davitashvili","GEO","FW,MF","Saint-Étienne","30.9","115","55","23","16","13","8","0","15","8","1","4","0","2","0"
"Théo De Percin","MTQ","GK","Auxerre","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thibault De Smet","BEL","DF","Reims","2.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amar Dedić","BIH","DF","Marseille","3.5","14","11","0","2","1","0","0","1","1","0","0","0","0","0"
"Romain Del Castillo","FRA","FW","Brest","14.0","67","33","24","2","3","4","1","9","7","1","0","0","1","0"
"Thomas Delaine","FRA","DF","Strasbourg","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Delort","ALG","FW","Montpellier","6.7","12","9","0","1","1","1","0","1","1","0","0","0","0","0"
"Ousmane Dembélé","FRA","FW","Paris S-G","19.2","110","75","16","9","6","3","1","15","11","0","1","2","1","0"
"Rémy Descamps","FRA","GK","Lyon","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arthur Desmas","FRA","GK","Le Havre","18.0","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"Mamadou Diakhon","FRA","FW,MF","Reims","9.5","37","20","1","4","5","6","1","2","1","0","0","1","0","0"
"Bafodé Diakité","FRA","DF","Lille","30.7","19","17","0","0","1","1","0","3","2","0","0","0","1","0"
"Oumar Diakité","CIV","FW","Reims","18.1","39","29","0","2","5","3","0","4","4","0","0","0","0","0"
"Habib Diarra","SEN","MF,FW","Strasbourg","26.1","57","47","1","0","3","6","0","8","6","0","0","0","2","0"
"Krépin Diatta","SEN","DF,FW","Monaco","5.6","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"Kandet Diawara","GUI","FW","Le Havre","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mahamadou Diawara","FRA","MF","Le Havre","6.5","14","13","0","0","1","0","0","1","1","0","0","0","0","0"
"Mahamadou Diawara","FRA","MF","Lyon","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bamba Dieng","SEN","FW","Angers","5.9","6","4","0","1","0","1","0","1","0","0","0","0","1","0"
"Kembo Diliwidi","FRA","DF","Lens","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sinaly Diomande","CIV","DF","Auxerre","21.6","21","19","0","0","2","0","0","5","3","0","0","2","0","0"
"Lois Diony","FRA","FW","Angers","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sérigné Diop","SEN","FW","Brest","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sofiane Diop","FRA","MF,FW","Nice","11.8","47","37","4","0","2","4","0","9","7","1","0","0","1","0"
"Andy Diouf","FRA","MF","Lens","24.7","85","63","1","11","7","2","1","3","3","0","0","0","0","0"
"Yehvann Diouf","SEN","GK","Reims","34.0","7","6","1","0","0","0","0","0","0","0","0","0","0","0"
"Assane Dioussé","SEN","MF","Auxerre","7.4","13","11","0","0","1","0","1","1","1","0","0","0","0","0"
"Álex Domínguez","ESP","GK","Toulouse","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gianluigi Donnarumma","ITA","GK","Paris S-G","23.2","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"Sékou Doucoure","FRA","DF","Nantes","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Désiré Doué","FRA","FW,MF","Paris S-G","19.2","109","84","1","14","4","5","1","24","15","0","4","1","3","1"
"Guela Doué","CIV","DF","Strasbourg","30.2","44","31","2","4","4","1","2","5","5","0","0","0","0","0"
"Douglas","BRA","MF","Nantes","25.6","34","26","2","1","3","1","1","3","2","0","0","1","0","0"
"Ismaël Doukouré","FRA","DF,MF","Strasbourg","29.3","22","19","0","0","0","1","2","4","4","0","0","0","0","0"
"Kamory Doumbia","MLI","MF,FW","Brest","14.7","58","36","11","2","1","4","4","7","2","1","1","1","0","2"
"Amidou Doumbouya","FRA","DF","Nice","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean-Kevin Duverne","HAI","DF","Nantes","6.0","5","3","0","1","0","1","0","0","0","0","0","0","0","0"
"Stefan Džodić","SRB","DF,MF","Montpellier","2.7","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Aron Dønnum","NOR","DF,MF","Toulouse","29.9","92","60","19","3","6","3","1","11","8","2","0","1","0","0"
"Noah Edjouma","FRA","MF,FW","Toulouse","1.9","5","3","0","0","1","1","0","0","0","0","0","0","0","0"
"Jacques Ekomie","GAB","DF,FW","Angers","7.7","4","3","0","0","0","0","1","1","1","0","0","0","0","0"
"Pierre Ekwah Elimby","FRA","MF","Saint-Étienne","28.6","40","37","1","0","1","1","0","4","4","0","0","0","0","0"
"Meschak Elia","COD","FW","Nantes","1.9","6","3","2","0","1","0","0","0","0","0","0","0","0","0"
"Breel Embolo","SUI","FW,MF","Monaco","20.5","54","42","0","2","4","4","2","10","6","0","1","2","1","0"
"Emanuel Emegha","NED","FW","Strasbourg","25.5","32","25","0","3","1","3","0","4","3","0","1","0","0","0"
"Romain Faivre","FRA","MF,FW","Brest","10.0","33","19","5","3","1","4","1","4","3","0","0","1","0","0"
"Khalil Fayad","FRA","MF,FW","Montpellier","11.4","19","15","1","0","1","2","0","1","1","0","0","0","0","0"
"Luiz Felipe","ITA","DF","Marseille","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zinedine Ferhat","ALG","FW,MF","Angers","9.4","32","20","10","1","1","0","0","1","1","0","0","0","0","0"
"Edimilson Fernandes","SUI","MF,DF","Brest","12.3","16","11","1","0","1","2","1","1","1","0","0","0","0","0"
"Matias Fernandez-Pardo","BEL","FW,MF","Lille","11.8","30","17","7","2","1","1","2","6","3","0","1","0","1","1"
"Jordan Ferri","FRA","MF","Montpellier","19.7","47","40","0","0","2","4","1","5","4","0","0","1","0","0"
"Karol Fila","POL","MF","Strasbourg","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malick Fofana","BEL","FW","Lyon","17.7","55","41","0","6","3","5","0","11","8","0","2","1","0","0"
"Rayan Fofana","FRA","FW,MF","Lens","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seko Fofana","CIV","MF","Rennes","9.4","32","27","0","1","3","1","0","2","1","0","1","0","0","0"
"Yahia Fofana","CIV","GK","Angers","33.0","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"Lamine Fomba","FRA","MF","Saint-Étienne","2.4","4","3","0","0","0","0","1","0","0","0","0","0","0","0"
"Przemysław Frankowski","POL","DF","Lens","15.4","46","38","6","0","1","1","0","5","5","0","0","0","0","0"
"Angelo Fulgini","FRA","MF,FW","Lens","11.6","54","42","9","0","2","1","0","2","2","0","0","0","0","0"
"Kyogo Furuhashi","JPN","FW","Rennes","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gauthier Gallon","FRA","GK","Rennes","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ignatius Ganago","CMR","FW,MF","Nantes","2.7","7","5","0","1","1","0","0","1","1","0","0","0","0","0"
"Ulisses Garcia","SUI","DF","Marseille","10.3","20","15","0","2","0","2","1","7","5","0","1","0","1","0"
"Jean-Philippe Gbamin","CIV","MF","Nantes","2.4","4","3","0","0","0","1","0","0","0","0","0","0","0","0"
"Mory Gbane","CIV","DF,MF","Reims","12.5","18","16","1","0","0","1","0","1","1","0","0","0","0","0"
"Yann Gboho","FRA","MF,FW","Toulouse","25.9","87","63","0","12","5","6","1","7","5","0","0","2","0","0"
"Denis Genreau","AUS","MF","Toulouse","2.5","8","6","1","0","1","0","0","0","0","0","0","0","0","0"
"Aleksandr Golovin","RUS","MF,FW","Monaco","12.8","48","36","3","4","4","1","0","1","1","0","0","0","0","0"
"André Gomes","POR","MF","Lille","14.2","26","24","0","2","0","0","0","1","1","0","0","0","0","0"
"Angel Gomes","ENG","MF","Lille","8.2","28","24","2","0","0","2","0","3","3","0","0","0","0","0"
"Carlos Gómez","COL","MF,DF","Rennes","4.2","12","10","0","1","0","1","0","0","0","0","0","0","0","0"
"Mathieu Gorgelin","FRA","GK","Le Havre","16.0","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"Amine Gouiri","ALG","FW,MF","Marseille","11.6","56","24","18","3","10","1","0","7","3","1","1","2","0","0"
"Amine Gouiri","ALG","MF,FW","Rennes","11.5","29","21","1","5","2","0","0","4","3","0","1","0","0","0"
"Jonathan Gradit","FRA","DF","Lens","23.5","25","23","0","1","1","0","0","0","0","0","0","0","0","0"
"Samuel Grandsir","FRA","MF,FW","Le Havre","0.9","4","2","1","0","0","0","1","0","0","0","0","0","0","0"
"Mason Greenwood","ENG","FW,MF","Marseille","31.2","123","78","13","12","12","7","1","19","15","0","1","2","1","0"
