"player","nation","pos","team","played_90s","goals","shots","shots_ot","on_target_pct","shots_p90","shots_ot_p90","goals_per_shot","goals_per_sot","avg_shot_dist","free_kick_shots","pens","pens_taken"
"Valentín Barco","ARG","MF,DF","Strasbourg","12.9","0","10","1","10.0","0.78","0.08","0.00","0.00","22.9","1","0","0"
"Bradley Barcola","FRA","FW","Paris S-G","24.2","14","74","38","51.4","3.05","1.57","0.19","0.37","13.2","0","0","0"
"Melvin Bard","FRA","DF,MF","Nice","21.5","2","23","8","34.8","1.07","0.37","0.09","0.25","17.9","0","0","0"
"Gabriel Bares","SUI","MF,DF","Montpellier","0.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Téo Barisic","FRA","DF","Lyon","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Dylan Batubinsika","COD","DF","Saint-Étienne","22.4","1","7","2","28.6","0.31","0.09","0.14","0.50","10.5","0","0","0"
"Haris Belkebla","ALG","MF","Angers","19.9","0","3","0","0.0","0.15","0.00","0.00","","23.8","0","0","0"
"Yassin Belkhdim","FRA","MF","Angers","16.9","1","9","5","55.6","0.53","0.30","0.11","0.20","17.3","0","0","0"
"Eliesse Ben Seghir","MAR","MF,FW","Monaco","19.4","6","58","19","32.8","2.98","0.98","0.07","0.21","20.9","3","2","2"
"Ismaël Bennacer","ALG","MF","Marseille","7.2","0","3","0","0.0","0.42","0.00","0.00","","24.9","0","0","0"
"Saïd Benrahma","ALG","FW,MF","Lyon","8.2","1","17","4","23.5","2.08","0.49","0.06","0.25","20.2","1","0","0"
"Nabil Bentaleb","ALG","MF","Lille","3.7","1","5","1","20.0","1.37","0.27","0.20","1.00","24.8","2","0","0"
"Lucas Beraldo","BRA","DF","Paris S-G","22.3","1","12","4","33.3","0.54","0.18","0.08","0.25","14.2","0","0","0"
"Maxime Bernauer","FRA","DF","Saint-Étienne","8.5","0","2","0","0.0","0.24","0.00","0.00","","25.1","0","0","0"
"Dimitry Bertaud","COD","GK","Montpellier","4.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Mika Biereth","DEN","FW","Monaco","13.6","13","40","22","55.0","2.93","1.61","0.30","0.55","11.6","0","1","2"
"Emmanuel Biumla","FRA","DF","Angers","14.8","1","4","2","50.0","0.27","0.13","0.25","0.50","13.7","0","0","0"
"Marco Bizot","NED","GK","Brest","32.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Ludovic Blas","FRA","MF,FW","Rennes","25.5","6","57","26","45.6","2.24","1.02","0.11","0.23","17.7","2","0","0"
"Augustine Boakye","GHA","FW,MF","Saint-Étienne","8.1","3","24","9","37.5","2.95","1.11","0.13","0.33","20.8","1","0","0"
"Mathéo Bodmer","FRA","MF","Le Havre","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Jeremie Boga","CIV","MF,FW","Nice","11.7","1","30","16","53.3","2.56","1.37","0.03","0.06","17.0","2","0","0"
"Moïse Bombito","CAN","DF","Nice","24.4","0","8","1","12.5","0.33","0.04","0.00","0.00","18.2","0","0","0"
"Saïmon Bouabré","FRA","MF,FW","Monaco","1.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Ayyoub Bouaddi","FRA","MF","Lille","12.8","0","3","1","33.3","0.23","0.08","0.00","0.00","19.3","0","0","0"
"Badredine Bouanani","ALG","MF,FW","Nice","12.2","3","30","14","46.7","2.46","1.15","0.07","0.14","20.3","1","1","1"
"Benjamin Bouchouari","MAR","MF","Saint-Étienne","19.7","1","16","3","18.8","0.81","0.15","0.06","0.33","23.6","0","0","0"
"Hicham Boudaoui","ALG","MF","Nice","27.1","2","39","18","46.2","1.44","0.67","0.05","0.11","19.1","0","0","0"
"Justin Bourgault","FRA","DF","Brest","1.4","1","2","1","50.0","1.48","0.74","0.50","1.00","26.2","0","0","0"
"Benjamin Bourigeaud","FRA","MF","Rennes","0.9","1","2","1","50.0","2.25","1.13","0.50","1.00","16.1","1","0","0"
"Bilal Brahimi","ALG","MF","Nice","0.8","0","1","1","100.0","1.18","1.18","0.00","0.00","23.0","1","0","0"
"Lilian Brassier","FRA","DF","Marseille","8.7","0","5","1","20.0","0.58","0.12","0.00","0.00","11.3","0","0","0"
"Lilian Brassier","FRA","DF","Rennes","13.7","1","14","1","7.1","1.02","0.07","0.07","1.00","12.6","0","0","0"
"Anthony Briançon","FRA","DF","Saint-Étienne","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Aurélio Buta","POR","DF","Reims","21.9","0","8","1","12.5","0.37","0.05","0.00","0.00","21.1","0","0","0"
"Marcin Bułka","POL","GK","Nice","34.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Rémy Cabella","FRA","FW,MF","Lille","11.2","1","30","7","23.3","2.67","0.62","0.03","0.14","14.7","1","0","0"
"Mathieu Cafaro","FRA","MF,FW","Saint-Étienne","8.1","1","23","10","43.5","2.83","1.23","0.04","0.10","20.3","2","0","0"
"Duje Ćaleta-Car","CRO","DF","Lyon","17.6","1","11","1","9.1","0.62","0.06","0.09","1.00","9.8","0","0","0"
"Issiaga Camara","GUI","MF","Nice","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Lamine Camara","SEN","MF","Monaco","22.8","2","26","9","34.6","1.14","0.39","0.08","0.22","23.2","2","0","0"
"Mahdi Camara","FRA","MF,FW","Brest","29.5","5","49","19","38.8","1.66","0.64","0.10","0.26","16.6","0","0","0"
"Ousmane Camara","FRA","DF","Angers","2.8","0","1","0","0.0","0.36","0.00","0.00","","7.9","0","0","0"
"Axel Camblan","FRA","MF,FW","Brest","0.3","0","1","0","0.0","3.46","0.00","0.00","","16.0","0","0","0"
"Jaydee Canvot","FRA","DF,MF","Toulouse","12.3","0","5","1","20.0","0.41","0.08","0.00","0.00","14.4","0","0","0"
"Pierrick Capelle","FRA","MF","Angers","5.4","0","6","0","0.0","1.12","0.00","0.00","","22.5","0","0","0"
"Gabin Capuano","FRA","FW","Lens","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Maxence Caqueret","FRA","MF","Lyon","6.4","0","7","1","14.3","1.10","0.16","0.00","0.00","21.8","0","0","0"
"Simon Cara","FRA","MF,FW","Montpellier","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Valentin Carboni","ARG","MF,FW","Marseille","1.1","0","2","1","50.0","1.75","0.87","0.00","0.00","21.4","0","0","0"
"Irvin Cardona","FRA","FW","Saint-Étienne","11.8","5","23","10","43.5","1.95","0.85","0.22","0.50","14.7","0","0","1"
"Patrik Carlgren","SWE","GK","Nantes","4.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Josué Casimir","FRA","FW,MF","Le Havre","22.2","4","27","9","33.3","1.22","0.41","0.15","0.44","15.7","0","0","0"
"Cristian Cásseres Jr.","VEN","MF","Toulouse","30.0","1","17","5","29.4","0.57","0.17","0.06","0.20","21.3","2","0","0"
"Jean-Charles Castelletto","CMR","DF,MF","Nantes","29.1","0","17","5","29.4","0.58","0.17","0.00","0.00","13.3","0","0","0"
"Enzo Caumont","FRA","MF","Angers","0.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Fabien Centonze","FRA","DF","Nantes","2.9","0","0","0","","0.00","0.00","","","","0","0","0"
"Brendan Chardonnet","FRA","DF","Brest","26.8","1","14","1","7.1","0.52","0.04","0.07","1.00","13.1","0","0","0"
"Jhoanner Chávez","ECU","DF,MF","Lens","6.6","1","5","3","60.0","0.76","0.45","0.20","0.33","16.4","0","0","0"
"Théo Chennahi","FRA","DF","Montpellier","2.0","0","2","0","0.0","0.99","0.00","0.00","","23.8","0","0","0"
"Sidiki Cherif","FRA","FW","Angers","3.6","0","5","2","40.0","1.39","0.56","0.00","0.00","23.4","0","0","0"
"Rayan Cherki","FRA","FW,MF","Lyon","22.7","8","45","19","42.2","1.98","0.84","0.18","0.42","16.8","3","0","0"
"Lucas Chevalier","FRA","GK","Lille","34.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Pedro Chirivella","ESP","MF","Nantes","26.1","0","8","2","25.0","0.31","0.08","0.00","0.00","21.0","0","0","0"
"Joris Chotard","FRA","MF","Montpellier","21.0","1","19","3","15.8","0.90","0.14","0.05","0.33","21.4","2","0","0"
"Djaoui Cissé","FRA","MF","Rennes","12.5","1","15","7","46.7","1.20","0.56","0.07","0.14","28.3","0","0","0"
"Yoann Cissé","FRA","MF","Auxerre","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Jonathan Clauss","FRA","DF,MF","Nice","25.6","3","26","8","30.8","1.02","0.31","0.12","0.38","17.2","5","0","0"
"Marcus Coco","FRA","DF","Nantes","10.6","0","2","0","0.0","0.19","0.00","0.00","","22.6","0","0","0"
"Alois Confais","FRA","MF","Le Havre","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Francis Coquelin","FRA","MF","Nantes","2.5","1","7","1","14.3","2.81","0.40","0.14","1.00","16.7","0","0","0"
"Derek Cornelius","CAN","DF","Marseille","15.8","0","9","1","11.1","0.57","0.06","0.00","0.00","11.8","0","0","0"
"Pierre Cornud","FRA","DF","Saint-Étienne","6.4","0","0","0","","0.00","0.00","","","","0","0","0"
"David Costa","POR","MF,FW","Lens","3.9","0","9","2","22.2","2.30","0.51","0.00","0.00","18.0","0","0","0"
"Logan Costa","CPV","DF","Toulouse","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Grégoire Coudert","FRA","GK","Brest","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Lasso Coulibaly","CIV","FW,MF","Auxerre","0.5","1","3","2","66.7","6.00","4.00","0.33","0.50","16.2","0","0","0"
"Mamadou Coulibaly","FRA","MF","Monaco","0.1","0","1","0","0.0","11.25","0.00","0.00","","22.2","0","0","0"
"Soumaïla Coulibaly","FRA","DF","Brest","4.9","0","4","0","0.0","0.82","0.00","0.00","","12.1","0","0","0"
"Tanguy Coulibaly","FRA","FW,MF","Montpellier","16.5","3","30","13","43.3","1.82","0.79","0.10","0.23","15.4","0","0","0"
"Marius Courcoul","FRA","MF,DF","Angers","3.4","0","3","1","33.3","0.87","0.29","0.00","0.00","23.0","0","0","0"
"Nicolas Cozza","FRA","DF,MF","Nantes","22.8","1","17","6","35.3","0.75","0.26","0.06","0.17","17.9","0","0","0"
"Charlie Cresswell","ENG","DF","Toulouse","28.8","3","32","13","40.6","1.11","0.45","0.09","0.23","9.5","0","0","0"
"Kévin Danois","FRA","MF","Auxerre","16.2","0","17","3","17.6","1.05","0.18","0.00","0.00","17.4","0","0","0"
"Kevin Danso","AUT","DF","Lens","12.0","0","10","2","20.0","0.83","0.17","0.00","0.00","13.4","0","0","0"
"Dante","BRA","DF","Nice","21.8","0","9","2","22.2","0.41","0.09","0.00","0.00","11.9","0","0","0"
"Pape Daouda Diongue","SEN","MF,FW","Strasbourg","0.9","1","5","2","40.0","5.77","2.31","0.20","0.50","11.5","0","0","0"
"Mohamed Daramy","DEN","FW","Reims","0.2","0","1","0","0.0","5.63","0.00","0.00","","16.7","0","0","0"
"Jonathan David","CAN","FW","Lille","28.4","16","66","28","42.4","2.33","0.99","0.15","0.36","15.3","0","6","7"
"Zuriko Davitashvili","GEO","FW,MF","Saint-Étienne","30.9","9","68","24","35.3","2.20","0.78","0.10","0.29","19.4","5","2","2"
"Théo De Percin","MTQ","GK","Auxerre","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Thibault De Smet","BEL","DF","Reims","2.1","0","1","0","0.0","0.47","0.00","0.00","","12.3","0","0","0"
"Amar Dedić","BIH","DF","Marseille","3.5","0","6","2","33.3","1.72","0.57","0.00","0.00","18.3","0","0","0"
"Romain Del Castillo","FRA","FW","Brest","14.0","6","17","8","47.1","1.22","0.57","0.18","0.38","19.7","0","3","4"
"Thomas Delaine","FRA","DF","Strasbourg","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Andy Delort","ALG","FW","Montpellier","6.7","0","17","6","35.3","2.52","0.89","0.00","0.00","15.7","0","0","0"
"Ousmane Dembélé","FRA","FW","Paris S-G","19.2","21","96","49","51.0","4.99","2.55","0.21","0.41","16.0","0","1","1"
"Rémy Descamps","FRA","GK","Lyon","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Arthur Desmas","FRA","GK","Le Havre","18.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Mamadou Diakhon","FRA","FW,MF","Reims","9.5","2","18","8","44.4","1.89","0.84","0.11","0.25","19.2","2","0","0"
"Bafodé Diakité","FRA","DF","Lille","30.7","4","16","7","43.8","0.52","0.23","0.25","0.57","8.3","0","0","0"
"Oumar Diakité","CIV","FW","Reims","18.1","4","26","9","34.6","1.44","0.50","0.15","0.44","12.1","0","0","1"
"Habib Diarra","SEN","MF,FW","Strasbourg","26.1","4","25","10","40.0","0.96","0.38","0.08","0.20","20.2","1","2","2"
"Krépin Diatta","SEN","DF,FW","Monaco","5.6","0","2","1","50.0","0.35","0.18","0.00","0.00","13.1","0","0","0"
"Kandet Diawara","GUI","FW","Le Havre","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Mahamadou Diawara","FRA","MF","Le Havre","6.5","0","7","1","14.3","1.08","0.15","0.00","0.00","20.4","0","0","0"
"Mahamadou Diawara","FRA","MF","Lyon","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Bamba Dieng","SEN","FW","Angers","5.9","3","13","6","46.2","2.20","1.02","0.15","0.33","18.5","2","1","1"
"Kembo Diliwidi","FRA","DF","Lens","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Sinaly Diomande","CIV","DF","Auxerre","21.6","3","9","4","44.4","0.42","0.19","0.33","0.75","15.0","0","0","0"
"Lois Diony","FRA","FW","Angers","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Sérigné Diop","SEN","FW","Brest","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Sofiane Diop","FRA","MF,FW","Nice","11.8","6","22","11","50.0","1.86","0.93","0.27","0.55","16.4","3","0","0"
"Andy Diouf","FRA","MF","Lens","24.7","1","40","5","12.5","1.62","0.20","0.03","0.20","20.0","0","0","0"
"Yehvann Diouf","SEN","GK","Reims","34.0","0","1","1","100.0","0.03","0.03","0.00","0.00","11.8","0","0","0"
"Assane Dioussé","SEN","MF","Auxerre","7.4","0","3","2","66.7","0.41","0.27","0.00","0.00","27.7","0","0","0"
"Álex Domínguez","ESP","GK","Toulouse","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Gianluigi Donnarumma","ITA","GK","Paris S-G","23.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Sékou Doucoure","FRA","DF","Nantes","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Désiré Doué","FRA","FW,MF","Paris S-G","19.2","6","55","20","36.4","2.86","1.04","0.11","0.30","17.9","0","0","0"
"Guela Doué","CIV","DF","Strasbourg","30.2","1","18","6","33.3","0.60","0.20","0.06","0.17","14.4","0","0","0"
"Douglas","BRA","MF","Nantes","25.6","4","36","14","38.9","1.40","0.55","0.11","0.29","17.2","0","0","0"
"Ismaël Doukouré","FRA","DF,MF","Strasbourg","29.3","1","3","1","33.3","0.10","0.03","0.33","1.00","13.4","0","0","0"
"Kamory Doumbia","MLI","MF,FW","Brest","14.7","3","22","10","45.5","1.50","0.68","0.14","0.30","16.7","1","0","0"
"Amidou Doumbouya","FRA","DF","Nice","0.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Jean-Kevin Duverne","HAI","DF","Nantes","6.0","0","4","0","0.0","0.67","0.00","0.00","","17.0","0","0","0"
"Stefan Džodić","SRB","DF,MF","Montpellier","2.7","0","3","0","0.0","1.12","0.00","0.00","","22.4","0","0","0"
"Aron Dønnum","NOR","DF,MF","Toulouse","29.9","2","31","5","16.1","1.04","0.17","0.06","0.40","19.7","0","0","0"
"Noah Edjouma","FRA","MF,FW","Toulouse","1.9","2","5","3","60.0","2.63","1.58","0.40","0.67","10.2","0","0","0"
"Jacques Ekomie","GAB","DF,FW","Angers","7.7","0","1","0","0.0","0.13","0.00","0.00","","15.3","0","0","0"
"Pierre Ekwah Elimby","FRA","MF","Saint-Étienne","28.6","1","25","6","24.0","0.87","0.21","0.04","0.17","25.4","0","0","0"
"Meschak Elia","COD","FW","Nantes","1.9","1","5","1","20.0","2.65","0.53","0.20","1.00","16.0","0","0","0"
"Breel Embolo","SUI","FW,MF","Monaco","20.5","6","51","18","35.3","2.49","0.88","0.12","0.33","10.8","0","0","0"
"Emanuel Emegha","NED","FW","Strasbourg","25.5","14","61","35","57.4","2.39","1.37","0.23","0.40","12.5","0","0","0"
"Romain Faivre","FRA","MF,FW","Brest","10.0","3","18","9","50.0","1.80","0.90","0.11","0.22","16.9","0","1","1"
"Khalil Fayad","FRA","MF,FW","Montpellier","11.4","0","17","3","17.6","1.49","0.26","0.00","0.00","23.2","1","0","0"
"Luiz Felipe","ITA","DF","Marseille","1.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Zinedine Ferhat","ALG","FW,MF","Angers","9.4","2","12","5","41.7","1.27","0.53","0.17","0.40","20.4","2","0","0"
"Edimilson Fernandes","SUI","MF,DF","Brest","12.3","0","10","2","20.0","0.81","0.16","0.00","0.00","24.2","0","0","0"
"Matias Fernandez-Pardo","BEL","FW,MF","Lille","11.8","4","23","12","52.2","1.94","1.01","0.17","0.33","17.8","0","0","0"
"Jordan Ferri","FRA","MF","Montpellier","19.7","0","14","3","21.4","0.71","0.15","0.00","0.00","26.0","0","0","0"
"Karol Fila","POL","MF","Strasbourg","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Malick Fofana","BEL","FW","Lyon","17.7","5","31","15","48.4","1.76","0.85","0.16","0.33","15.0","0","0","0"
"Rayan Fofana","FRA","FW,MF","Lens","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Seko Fofana","CIV","MF","Rennes","9.4","1","24","6","25.0","2.56","0.64","0.04","0.17","21.2","0","0","0"
"Yahia Fofana","CIV","GK","Angers","33.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Lamine Fomba","FRA","MF","Saint-Étienne","2.4","0","1","0","0.0","0.41","0.00","0.00","","27.0","0","0","0"
"Przemysław Frankowski","POL","DF","Lens","15.4","4","14","5","35.7","0.91","0.32","0.14","0.40","21.9","1","2","2"
"Angelo Fulgini","FRA","MF,FW","Lens","11.6","1","26","9","34.6","2.24","0.78","0.04","0.11","17.9","2","0","0"
"Kyogo Furuhashi","JPN","FW","Rennes","1.4","0","1","0","0.0","0.73","0.00","0.00","","22.7","0","0","0"
"Gauthier Gallon","FRA","GK","Rennes","0.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Ignatius Ganago","CMR","FW,MF","Nantes","2.7","0","7","0","0.0","2.61","0.00","0.00","","11.7","0","0","0"
"Ulisses Garcia","SUI","DF","Marseille","10.3","2","8","2","25.0","0.77","0.19","0.25","1.00","14.2","0","0","0"
"Jean-Philippe Gbamin","CIV","MF","Nantes","2.4","0","2","0","0.0","0.83","0.00","0.00","","8.0","0","0","0"
"Mory Gbane","CIV","DF,MF","Reims","12.5","0","4","2","50.0","0.32","0.16","0.00","0.00","24.4","0","0","0"
"Yann Gboho","FRA","MF,FW","Toulouse","25.9","5","50","26","52.0","1.93","1.00","0.10","0.19","15.8","0","0","0"
"Denis Genreau","AUS","MF","Toulouse","2.5","0","6","0","0.0","2.43","0.00","0.00","","21.2","0","0","0"
"Aleksandr Golovin","RUS","MF,FW","Monaco","12.8","3","24","9","37.5","1.87","0.70","0.13","0.33","21.4","0","0","0"
"André Gomes","POR","MF","Lille","14.2","0","11","3","27.3","0.78","0.21","0.00","0.00","24.5","1","0","0"
"Angel Gomes","ENG","MF","Lille","8.2","1","8","2","25.0","0.98","0.24","0.13","0.50","21.8","2","0","1"
"Carlos Gómez","COL","MF,DF","Rennes","4.2","3","9","5","55.6","2.13","1.18","0.33","0.60","16.0","0","0","0"
"Mathieu Gorgelin","FRA","GK","Le Havre","16.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Amine Gouiri","ALG","FW,MF","Marseille","11.6","10","51","24","47.1","4.38","2.06","0.20","0.42","15.2","1","0","0"
"Amine Gouiri","ALG","MF,FW","Rennes","11.5","3","31","16","51.6","2.69","1.39","0.10","0.19","16.4","0","0","0"
"Jonathan Gradit","FRA","DF","Lens","23.5","0","16","4","25.0","0.68","0.17","0.00","0.00","17.4","0","0","0"
"Samuel Grandsir","FRA","MF,FW","Le Havre","0.9","0","0","0","","0.00","0.00","","","","0","0","0"
"Mason Greenwood","ENG","FW,MF","Marseille","31.2","21","111","45","40.5","3.56","1.44","0.13","0.31","19.8","3","7","9"
"Albert Grønbaek","DEN","MF,FW","Rennes","9.0","2","22","9","40.9","2.44","1.00","0.09","0.22","18.6","2","0","0"
"Gabriel Gudmundsson","SWE","DF","Lille","19.8","2","18","5","27.8","0.91","0.25","0.11","0.40","18.8","0","0","0"
"Axel Gueguin","FRA","FW","Montpellier","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Evann Guessand","CIV","FW,MF","Nice","28.5","12","63","27","42.9","2.21","0.95","0.19","0.44","12.7","0","0","0"
"Bahereba Guirassy","FRA","FW,MF","Nantes","3.9","2","7","4","57.1","1.81","1.03","0.29","0.50","14.1","0","0","0"
"Massadio Haïdara","MLI","DF","Brest","18.6","0","10","1","10.0","0.54","0.05","0.00","0.00","20.4","0","0","0"
"Achraf Hakimi","MAR","DF","Paris S-G","23.0","4","32","12","37.5","1.39","0.52","0.13","0.33","19.2","5","0","0"
"Florent Hanin","ALG","DF","Angers","29.7","1","11","1","9.1","0.37","0.03","0.09","1.00","21.2","0","0","0"
"Amine Harit","MAR","MF","Marseille","5.8","2","8","5","62.5","1.39","0.87","0.25","0.40","19.1","1","0","0"
"Hans Hateboer","NED","DF","Rennes","18.7","0","8","0","0.0","0.43","0.00","0.00","","16.5","0","0","0"
"Kjetil Haug","NOR","GK","Toulouse","5.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Luis Henrique","BRA","DF,FW","Marseille","29.0","7","30","14","46.7","1.03","0.48","0.23","0.50","14.6","0","0","0"
"Lucas Hernández","FRA","DF","Paris S-G","9.7","0","3","0","0.0","0.31","0.00","0.00","","24.4","0","0","0"
"Ki-Jana Hoever","NED","DF","Auxerre","23.6","1","10","5","50.0","0.42","0.21","0.10","0.20","21.1","0","0","0"
"Cédric Hountondji","BEN","DF","Angers","3.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Ilyes Housni","FRA","FW,MF","Le Havre","2.6","0","5","0","0.0","1.96","0.00","0.00","","13.2","0","0","0"
"Pierre Højbjerg","DEN","MF","Marseille","29.6","2","33","8","24.2","1.11","0.27","0.06","0.25","18.9","7","0","0"
"Hafiz Ibrahim","NGA","FW","Reims","4.3","0","7","0","0.0","1.61","0.00","0.00","","13.1","0","0","0"
"George Ilenikhena","NGA","FW","Monaco","8.0","3","21","9","42.9","2.64","1.13","0.14","0.33","13.5","0","0","0"
"Rareş Ilie","ROU","MF","Nice","0.1","0","1","0","0.0","6.92","0.00","0.00","","16.3","0","0","0"
"Ismaily","BRA","DF","Lille","10.0","0","10","4","40.0","1.00","0.40","0.00","0.00","18.5","0","0","0"
"Yanis Issoufou","FRA","MF,FW","Montpellier","0.9","0","2","0","0.0","2.34","0.00","0.00","","12.4","0","0","0"
"Junya Ito","JPN","FW,MF","Reims","29.9","4","31","11","35.5","1.04","0.37","0.13","0.36","13.7","0","0","0"
"Jérémy Jacquet","FRA","DF","Rennes","10.3","0","8","3","37.5","0.78","0.29","0.00","0.00","9.2","0","0","0"
"Ismail Jakobs","SEN","DF","Monaco","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
