"player","nation","pos","team","played_90s","goals","shots","shots_ot","on_target_pct","shots_p90","shots_ot_p90","goals_per_shot","goals_per_sot","avg_shot_dist","free_kick_shots","pens","pens_taken"
"Wilson Odobert","FRA","FW,MF","Tottenham","9.4","1","13","4","30.8","1.38","0.42","0.08","0.25","16.4","0","0","0"
"Chiedozie Ogbene","IRL","FW","Ipswich Town","2.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Caleb Okoli","ITA","DF","Leicester City","12.5","1","4","2","50.0","0.32","0.16","0.25","0.50","13.5","0","0","0"
"Robin Olsen","SWE","GK","Aston Villa","2.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Amadou Onana","BEL","MF","Aston Villa","18.0","3","17","6","35.3","0.95","0.33","0.18","0.50","14.7","0","0","0"
"André Onana","CMR","GK","Manchester Utd","34.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Paul Onuachu","NGA","FW","Southampton","11.7","4","34","15","44.1","2.91","1.29","0.12","0.27","10.4","0","0","0"
"Frank Onyeka","NGA","MF","Brentford","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Lewis Orford","ENG","MF","West Ham","0.5","0","1","0","0.0","1.84","0.00","0.00","","12.7","0","0","0"
"Stefan Ortega","GER","GK","Manchester City","12.2","0","0","0","","0.00","0.00","","","","0","0","0"
"William Osula","DEN","FW","Newcastle Utd","1.5","1","4","1","25.0","2.69","0.67","0.25","1.00","13.5","0","0","0"
